ID#,q0,q12,q13,q14,q15,q16,q17,q18,q19,q20,q21,q22,q23,q24,q25,q26,q27,q28,q29,q30,q31,q32,q33,q34,q35,q36,q37,q38,q39_1,q39_2,q39_3,q39_4,q39_5,q39_6,q39_7,q39_8,q39_9,q40_1,q40_2,q40_3,q40_4,q40_5,q40_6,q40_7,q40_8,q40_9,q41,q42,q43,q44,q45,q46,q47_1,q47_2,q47_3,q47_4,q47_5,q47_6,q47_7,q47_8,q47_9,q47_10,q48_1,q48_2,q48_3,q48_4,q48_5,q48_6,q48_7,q48_8,q48_9,q48_10,q48_11,q48_12,q48_13,q48_14,q48_15,q48_16,q48_17,q48_18,q48_19,q48_20,q48_21,q49_1,q49_2,q49_3,q49_4,q49_5,q49_6,q49_7,q49_8,q49_9,q49_10,q49_11,q49_12,q49_13,q49_14,q49_15,q49_16,q49_17,q49_18,q50_1,q50_2,q50_3,q50_4,q50_5,q50_6,q50_7,q50_8,q50_9,q50_10,q50_11,q50_12,q51,q52,q53,q54,q55,q56_1,q56_2,q56_3,q56_4,q56_5,q56_6,q56_7,q56_8,q56_9,q56_10,q56_11,q57,q58,q59,q60,q61,q62,q63,q64,q65,q66,q69,q2001,q2002,Q701,Q702,Q703,Q704,Q705,Q706,Q903,Q914,Q980,Q981,Q915,Q999,Q919,Q921,Q1002,Q1003,Q934,Q1004,Q1005,Q922,RespNo,Q1001,Q1006,,WT,WT2,wt3
2008-0047,Jordan,1,1,1,1,1,9,4,5,5,5,4,4,5,5,5,2,1,1,3,3,2,3,4,5,1,2,2,1,,,,1,,,,,1,1,,,,,,,,3,1,1,1,1,3,1,1,,,,,,,,,,,,,,,1,,,1,,,,,,,,,,,,,,,,,,,,,1,,,,,,,,1,,,,,,,,,,,1,1,2,1,3,5,5,,,,1,,,,,1,,,7,3,3,3,3,3,2,4,3,2,1,,,25,1,1,2,2,2,4,1,1,1,,2,1,4,1,,1,,1,1,109,,,,1.00,0.27,0.27
2008-0048,Jordan,1,1,1,1,1,9,8,5,5,5,4,5,5,5,3,1,1,1,2,2,3,3,5,5,1,2,2,1,,,,1,,,,,1,1,,,,,,,,3,1,1,1,1,3,1,1,,,,,,,,,,,,,,,1,,,1,,,,,,,,,,,,,,,,,,,,,1,,,,,,,,1,,,1,,,,,,,,1,,2,1,1,5,5,,,,1,,,,,1,,,7,3,3,3,3,3,2,3,3,2,1,,,23,1,1,2,2,2,3,2,,,4,2,2,3,1,,1,,1,1,112,,,,1.00,0.27,0.27
2008-0049,Jordan,1,1,1,1,1,4,8,5,5,5,1,5,5,5,4,4,1,1,3,4,3,3,8,8,1,1,2,1,,,1,,,,,,1,1,,,,,,,,3,1,1,1,1,3,,1,,,,,,,,1,,,,,,,1,,,1,,,,,,,,,,,,,,,,,,,,,1,,,,,,,,1,,1,,,,,,,,,1,,2,1,1,5,5,,,,1,,,,,1,,,7,3,3,3,3,3,2,3,3,2,1,,,29,1,1,2,2,2,4,1,6,,1,2,2,3,1,,1,,1,1,117,,,,1.00,0.27,0.27
2008-0050,Jordan,1,1,1,1,1,4,8,5,5,5,1,5,5,5,4,5,1,3,3,3,3,3,7,1,1,1,2,1,,,1,,,,,,1,1,,,,,,,,3,1,1,1,1,3,1,1,,,,,,,,,,,,,,,1,,,1,,,,,,,,,,,,,,,,,,,,,1,1,,,,,,,,,1,,,,,,,,,1,,2,1,1,5,5,,,,1,,,,,1,,,7,3,3,3,3,2,2,3,3,2,1,,,37,1,1,2,2,2,4,1,4,4,,1,1,4,1,,1,,2,1,120,,,,1.00,0.27,0.27
2008-0051,Jordan,1,1,1,1,1,4,8,5,5,5,2,4,5,5,3,5,1,1,3,4,2,3,4,1,1,2,2,1,,,1,,,,,,1,1,,,,,,,,3,1,1,1,1,3,1,1,,,,,,,,,,,,,,,1,,,1,,,,,,,,,,,,,,,,,,,,,1,1,,,,,,,,,1,,,,,,,,,1,,2,1,1,5,4,,,,1,,,,,1,,,2,3,4,3,3,3,2,3,3,3,4,,,24,1,1,2,2,2,3,2,,,5,2,1,3,1,,1,,2,1,123,,,,1.00,0.27,0.27
2008-0052,Jordan,5,1,1,1,1,8,4,5,6,4,4,5,6,5,1,5,1,2,3,3,3,3,3,1,6,2,2,1,,,,1,,,,,1,1,,,,,,,,3,1,1,1,1,1,1,1,,,,,,,,,,,,,,,,,,1,,,,1,,,,,,,,,,,,,,,,,1,1,,,,,,,,,,,,,,,,,1,1,,1,1,1,2,5,,,,,1,,,,1,,,3,3,4,2,4,4,4,4,5,2,1,,,52,1,2,2,2,2,2,1,4,4,,1,1,3,1,,2,,1,1,35,,,,1.00,0.27,0.27
2008-0053,Jordan,3,1,1,1,1,8,7,5,5,5,4,5,5,3,2,5,1,1,3,3,3,3,3,4,1,1,2,1,1,,,,,,,,1,,,,,,1,,,3,4,4,1,2,1,1,1,,,,,,,,,,,,,,,,,,1,,,1,,,,,,,,,,,,1,1,,,,,,,,,,,,,,,1,,,,,,,,,1,,1,1,1,3,3,,,,1,1,,,,,,,3,2,3,3,1,4,1,2,3,1,1,,,23,1,1,2,2,2,3,2,,,3,1,1,3,1,,1,,1,1,171,,,,1.00,0.27,0.27
2008-0054,Jordan,1,4,1,1,1,8,9,4,5,5,4,5,5,5,1,3,1,4,2,5,2,3,4,4,1,2,2,,1,,1,,,,,,1,,,,,,1,,,3,4,1,1,3,1,1,1,,,,,,,,,,,,,,,,,,1,,,1,,,,,,,,,1,,,,1,,,,,,,,,,,,,,,,1,,,,,,,,1,,2,1,1,2,5,,,,1,1,,,,,,,3,2,4,3,1,4,3,2,3,1,1,,,23,1,1,2,2,2,3,2,,,4,1,2,3,1,,1,,1,1,145,,,,1.00,0.27,0.27
2008-0055,Jordan,1,1,1,1,1,9,4,5,5,4,3,5,5,5,5,1,1,1,3,2,2,3,8,5,4,2,2,,1,,1,,,,,,,1,1,,,,,,,3,4,2,3,1,3,,1,,,,,,,,1,,,,,,,,,,1,,,1,,,,,,,,,,,,,,,,,,1,1,,,,,,,,,1,,,,,,,,,1,,1,2,2,2,5,,,,1,,,,,1,,,2,2,4,2,2,3,1,3,2,1,2,,,28,1,1,2,2,2,4,1,1,1,,1,2,3,2,6,1,,2,2,391,,,,1.00,0.27,0.27
2008-0056,Jordan,1,4,1,1,1,4,10,5,5,4,1,5,5,5,5,4,1,1,3,3,3,3,3,4,1,2,2,,1,,1,,,,,,1,,,,,,1,,,3,1,1,1,3,1,1,1,,,,,,,,,,,,,,,,,,1,,,1,,,,,,,,,1,,,,1,,,,,,,,,,,,,,,,1,,,,,,,,1,,2,1,1,2,5,,,,1,1,,,,,,,3,2,4,3,1,4,3,2,3,1,1,,,23,1,1,2,2,2,3,2,,,6,3,1,6,1,,1,,1,1,135,,,,1.00,0.27,0.27
2008-0057,Jordan,5,1,1,1,1,4,10,5,5,5,2,5,5,5,4,5,1,1,3,3,3,3,4,4,8,2,2,,1,,1,,,,,,1,,,,,,1,,,3,1,1,1,3,1,1,1,,,,,,,,,,,,,,,,,,1,,,,,,,,,,,1,1,,,,1,,,,,,,,,,,,,,,1,,,,,,,,,1,,2,1,1,2,7,,,,1,1,,,,,,,3,2,4,2,1,4,3,2,3,1,1,,,60,1,2,2,2,2,1,1,4,1,,1,1,3,2,7,2,,1,1,130,,,,1.00,0.27,0.27
2008-0058,Jordan,1,1,1,1,1,4,9,5,5,5,4,5,5,4,5,3,1,1,3,3,3,3,3,4,1,2,2,1,1,,,,,,,,1,,,,,,,,1,3,4,1,1,3,1,1,1,,,,,,,,,,,,,,,,,,1,,,1,,,,,,,,,,,,1,1,,,,,,,,,,,,,,,,1,,,,,,,,1,,2,1,1,2,3,,,,1,1,,,,,,,3,2,4,3,1,4,3,2,3,1,1,,,20,1,1,2,2,2,3,2,,,6,1,1,4,1,,1,,1,1,151,,,,1.00,0.27,0.27
2008-0059,Jordan,1,1,1,1,1,9,4,5,5,5,3,5,5,5,4,1,1,1,3,3,3,3,1,5,4,2,2,,1,,1,,,,,,,1,1,,,,,,,3,1,1,3,1,3,1,1,,,,,,,,,,,,,,,,,,1,,,1,,,,,,,,,,,,,,,,,,1,1,,,,,,,,,1,,,,,,,,,1,,1,2,3,2,5,,,,1,,,,,1,,,2,2,4,2,2,3,1,3,2,1,2,,,47,1,1,2,2,2,3,1,3,3,,3,1,3,2,6,1,,1,2,393,,,,1.00,0.27,0.27
2008-0060,Jordan,1,4,1,1,1,8,7,5,6,5,4,5,5,3,1,4,1,1,3,3,2,3,4,4,1,1,2,1,1,,,,,,,,1,,,,,,1,,,3,4,4,1,3,1,1,1,,,,,,,,,,,,,,,,,,1,,,1,,,,,,,,,,,,1,1,,,,,,,,,,,,,,,,1,,,,,,,,1,,2,1,1,2,5,,,,1,1,,,,,,,3,2,4,3,1,4,3,2,3,1,1,,,25,1,1,2,2,2,4,2,,,6,1,1,4,1,,1,,1,1,165,,,,1.00,0.27,0.27
2008-0061,Jordan,1,1,1,1,1,4,8,5,5,5,2,5,5,4,4,5,1,3,3,4,2,3,4,4,1,1,2,1,,,1,,,,,,,,1,,1,,,,,4,1,1,1,1,1,,1,,,,,,,,1,,,,1,,,,,,1,,,,,,,,,,,,,,,1,,,,,,1,,,,,,,,,,1,1,,,,,,,,,,1,1,1,5,5,,,,1,,,,,1,,,2,2,3,2,4,4,2,4,6,2,2,,,52,1,1,2,2,2,3,1,5,2,,1,1,3,1,,1,,1,1,10,,,,1.00,0.27,0.27
2008-0062,Jordan,5,1,1,1,1,4,8,5,5,5,1,5,5,5,3,5,1,1,2,3,2,3,8,6,8,1,2,1,,,,1,,,,,1,,1,,,,,,,3,2,4,1,4,1,1,1,,,,,,,,,,,,,,,,,,1,,,,1,,,,,,,,,,,1,,,,,,1,,,,,,,,,,1,1,,,,,,,,,,2,1,1,2,5,,,,,1,,,,1,,,3,3,4,2,3,3,4,1,5,2,1,,,47,1,1,2,2,2,2,1,5,5,,1,1,3,1,,2,,1,1,12,,,,1.00,0.27,0.27
2008-0063,Jordan,5,1,1,1,1,8,4,5,5,5,3,5,5,4,1,4,1,1,3,3,3,3,4,5,1,3,2,,1,,1,,,,,,1,,,,,,1,,,3,2,2,1,3,1,1,1,,,,,,,,,,,,,,,,,,1,,,,,,,,,,,1,1,1,,,,,,,,,,,,,,,,,,1,1,,,,,,,,,,2,1,1,2,5,,,,1,1,,,,,,,3,2,4,2,3,4,3,2,2,1,1,,,17,1,1,2,2,2,2,2,,,5,1,1,3,2,5,2,,1,1,82,,,,1.00,0.27,0.27
2008-0064,Jordan,5,1,1,1,1,9,4,4,6,4,3,5,5,5,4,2,1,1,3,3,3,3,8,5,1,1,2,1,,,,1,,,,,,1,,,1,,,,,3,1,1,1,1,3,1,1,,,,,,,,,,,,,,,1,,,1,,,,,,,,,,,,,,,,,,,,,1,,,,,,,,1,,1,1,,,,,,,,,,2,1,1,5,4,,,,1,,,,,1,,,7,3,3,3,3,3,2,4,3,2,4,,,46,1,2,2,2,2,2,1,5,5,,1,2,3,1,,2,,1,1,108,,,,1.00,0.27,0.27
2008-0065,Jordan,5,1,1,1,1,9,4,5,6,5,3,5,5,6,4,2,1,1,3,3,3,3,3,4,1,3,2,,1,,1,,,,,,1,,,,,,1,,,3,1,1,1,3,1,1,1,,,,,,,,,,,,,,,,,,1,,,,,,,,,,,1,1,,,,1,,,,,,,,,,,,,,,1,1,,,,,,,,,,2,1,1,2,5,,,,1,1,,,,,,,3,2,4,2,1,4,3,2,2,1,1,,,37,1,1,2,2,2,4,1,3,3,,1,1,3,1,,2,,1,1,110,,,,1.00,0.27,0.27
2008-0066,Jordan,1,1,1,1,1,8,4,6,5,5,3,5,5,4,1,5,1,1,3,2,2,3,3,5,6,2,2,1,,,,1,,,,,1,1,,,,,,,,3,1,1,3,1,1,1,1,,,,,,,,,,,,,,,1,,,1,,,,,,,,,,,,,,,,,,,,,1,1,,,,,,,,,1,1,,,,,,,,,,1,1,1,3,7,,,,1,1,,,,,,,2,5,2,2,4,3,4,1,4,3,4,,,49,1,1,2,2,2,3,1,5,5,,1,2,3,1,,1,,1,1,111,,,,1.00,0.27,0.27
2008-0067,Jordan,5,1,1,1,1,4,8,5,5,5,1,5,5,5,3,5,1,1,4,3,3,3,4,6,1,2,2,1,,,1,,,,,,1,,1,,,,,,,3,1,1,1,1,1,1,1,,,,,,,,,,,,,,,1,,1,,,,,,,,,,,,,,,,,,,,,,1,,,,,1,,,,,1,1,,,,,,,,,,2,1,1,2,2,,,,1,,,,,1,,,2,2,3,3,2,3,4,1,4,3,4,,,18,1,1,2,2,2,2,2,,,5,2,1,4,2,5,2,,1,1,144,,,,1.00,0.27,0.27
2008-0068,Jordan,1,1,2,1,1,8,4,5,5,6,3,5,5,5,1,5,1,1,3,3,2,3,2,8,1,2,2,1,,,1,,,,,,1,,1,,,,,,,3,1,1,1,1,1,1,1,,,,,,,,,,,,,,,1,,1,,,,,,,,,,,,,,,,,,,,,,1,,,,,1,,,,,1,1,,,,,,,,,,2,1,1,2,5,,,,1,,,,,,,1,2,2,5,3,2,4,4,1,4,3,2,,,29,1,1,2,2,2,4,1,1,1,,2,1,4,1,,1,,1,1,146,,,,1.00,0.27,0.27
2008-0069,Jordan,1,3,1,1,1,8,7,5,5,4,4,5,5,3,2,5,1,1,3,3,2,3,3,5,1,3,2,1,1,,,,,,,,1,,,,,,1,,,3,1,1,1,3,1,1,1,,,,,,,,,,,,,,,,,,1,,,,,1,,,,,,,,1,,1,,,,,,,,,,,,,,,,1,1,,,,,,,,,,1,1,1,2,7,,,,1,1,,,,,,,3,2,3,3,1,3,2,2,3,4,1,,,27,1,1,2,2,2,4,1,1,1,,1,1,4,1,,1,,1,1,168,,,,1.00,0.27,0.27
2008-0070,Jordan,1,3,1,1,1,9,4,5,5,5,4,5,5,4,4,1,1,1,3,2,2,4,4,4,5,3,2,1,1,,,,,,,,1,,1,,,,,,,3,1,1,1,2,1,1,1,,,,,,,,,,,,,,,,,,1,,,1,,,,,,,,,,,,1,,,,,,1,,,,,,,,,,1,1,,,,,,,,,,1,1,1,3,5,,,,1,1,,,,,,,3,2,3,3,1,4,1,2,3,1,1,,,22,1,1,2,2,2,3,2,,,5,2,2,3,1,,1,,1,1,191,,,,1.00,0.27,0.27
2008-0071,Jordan,1,1,3,1,1,7,8,4,6,5,4,5,4,1,4,4,1,1,2,4,3,3,3,6,6,3,2,,1,,1,,,,,,1,,1,,,,,,,3,1,1,1,1,3,1,1,,,,,,,,,,,,,,,,,,1,,,1,,,,,,,,,,,,,,,,,,1,1,,,,,,,,,1,1,,,,,,,,,,2,1,1,2,7,,,,,1,,,,1,,,3,2,4,2,3,3,3,1,4,3,1,,,23,1,1,2,2,2,3,2,,,4,1,1,3,1,,1,,1,1,197,,,,1.00,0.27,0.27
2008-0072,Jordan,1,1,1,1,1,4,8,6,5,5,1,5,5,4,3,5,1,2,2,3,3,3,6,5,4,3,2,,1,,1,,,,,,1,,,,,,1,,,3,1,1,1,2,1,1,1,,,,,,,,,,,,,,,1,,,1,,,,,,,,,,,,,,,1,,,,,,1,,,,,,,,,,1,1,,,,,,,,,,1,1,1,5,5,,,,,,,1,,1,,,2,3,3,2,4,3,2,3,4,3,1,,,26,1,1,2,2,2,4,1,4,4,,2,1,5,1,,1,,1,1,198,,,,1.00,0.27,0.27
2008-0073,Jordan,1,1,1,1,1,8,4,5,5,4,3,4,5,4,1,4,1,1,3,3,2,3,5,5,4,3,2,,,,1,1,,,,,,1,,,,,1,,,3,2,2,1,2,1,1,1,,,,,,,,,,,,,,,1,,,1,,,,,,,,,,,,,,,,,,,,,1,1,,,,,,,,,1,1,,,,,,,,,,1,1,1,5,3,,,,,,,,1,1,,,1,3,3,2,4,3,2,3,4,3,1,,,30,1,1,2,2,2,4,1,2,2,,2,1,6,1,,1,,1,1,211,,,,1.00,0.27,0.27
2008-0074,Jordan,1,1,1,1,1,8,4,4,5,5,3,5,5,6,1,5,1,1,3,4,3,3,5,8,6,1,2,1,,,1,,,,,,1,,1,,,,,,,3,1,1,1,1,3,1,1,,,,,,,,,,,,,,1,,,,,,,,1,,,,,,,,,,,1,,,,,,1,,,,,,,,,,1,1,,,,,,,,,,2,1,1,2,5,,,,1,,,,,1,,,3,1,3,2,3,3,1,1,4,3,1,,,37,1,1,2,2,2,5,1,4,4,,1,1,4,1,,1,,2,1,218,,,,1.00,0.27,0.27
2008-0075,Jordan,5,1,1,1,1,4,8,5,5,5,2,5,5,6,3,5,1,1,3,3,2,3,8,6,1,2,2,,1,1,,,,,,,1,,,,,,1,,,3,1,4,1,1,3,1,1,,,,,,,,,,,,,,,,,,1,,,1,,,,,,,,,,,,1,,,,,,,1,,,,,,,,,1,1,,,,,,,,,,2,1,1,2,2,,,,1,,,,,1,,,3,2,4,3,4,3,1,3,4,3,4,,,62,1,2,2,2,2,1,1,4,1,,1,2,3,2,6,2,,1,2,244,,,,1.00,0.27,0.27
2008-0076,Jordan,5,1,1,1,1,8,4,4,5,4,3,5,4,5,2,5,1,1,3,3,3,3,1,8,1,1,2,,,1,,1,,,,,1,,,,1,,,,,2,1,4,1,1,3,1,1,,,,,,,,,,,,,,,,,,1,,,1,,,,,,,,,,,,1,,,,,,,1,,,,,,,,,1,1,,,,,,,,,,2,1,1,2,7,,,,1,,,,,1,,,3,2,4,3,2,2,1,3,4,3,2,,,18,1,1,2,2,2,2,2,,,6,1,2,3,2,5,2,,1,2,252,,,,1.00,0.27,0.27
2008-0077,Jordan,1,1,1,1,1,4,8,5,6,5,1,5,4,5,3,5,1,1,4,3,3,3,3,6,8,2,2,,,1,,1,,,,,,1,,,1,,,,,3,1,1,2,1,1,1,1,,,,,,,,,,,,,,,,,,1,,,,,,,,,,,1,,,,,,,,,,1,1,,,,,,,,,1,1,,,,,,,,,,2,1,1,2,3,,,,1,,,,,1,,,3,2,4,2,2,3,1,3,4,4,2,,,36,1,1,2,2,2,3,1,5,5,,2,1,3,2,6,1,,1,2,274,,,,1.00,0.27,0.27
2008-0078,Jordan,1,1,1,1,1,8,4,5,6,5,3,6,4,4,1,6,1,1,3,2,3,3,2,1,1,1,2,1,,,1,,,,,,,1,1,,,,,,,3,1,1,1,1,1,1,1,,,,,,,,,,,,,,,1,,,1,,,,,,,,,,,,,,,,,,,,,1,,,,,,,,1,,1,1,,,,,,,,,,2,1,1,2,5,,,,,1,,,,1,,,5,2,4,2,3,3,1,3,4,4,2,,,40,1,1,2,2,2,4,1,5,5,,2,2,3,2,6,1,,1,2,303,,,,1.00,0.27,0.27
2008-0079,Jordan,1,1,1,1,1,4,8,5,5,5,1,5,4,5,4,5,1,1,3,3,2,3,3,6,5,1,2,1,,,1,,,,,,1,1,,,,,,,,3,4,2,1,2,3,1,1,,,,,,,,,,,,,,,,,1,1,,,,,,,,,,,,,,,,,,,,,1,,,,1,,,,,,1,1,,,,,,,,,,1,1,1,5,1,,,,,1,,,,1,,,2,3,4,2,2,1,1,4,4,3,1,,,21,1,1,2,2,2,3,2,,,3,2,1,3,2,5,1,,1,2,329,,,,1.00,0.27,0.27
2008-0080,Jordan,1,3,1,1,1,8,4,4,5,5,4,5,5,5,2,5,1,1,2,4,2,3,3,5,4,1,2,1,,,1,,,,,,1,1,,,,,,,,3,1,1,2,3,1,1,1,,,,,,,,,,,,,,1,,,,1,,,,,,,,,,,,,,,,,,,,,1,1,,,,,,,,,,1,,,,,,,,,1,1,1,1,5,5,,,,1,1,,,,,,,5,2,4,3,3,4,1,4,3,3,4,,,25,1,1,2,2,2,4,2,,,5,1,1,4,1,,1,,1,2,330,,,,1.00,0.27,0.27
2008-0081,Jordan,5,1,1,1,1,4,8,6,5,5,2,5,5,5,3,5,1,1,3,3,3,3,4,6,5,1,2,1,,,1,,,,,,1,1,,,,,,,,3,4,1,1,2,3,1,1,,,,,,,,,,,,,,,,,1,1,,,,,,,,,,,,,,,,,,,,,1,,,,1,,,,,,1,1,,,,,,,,,,1,1,1,5,5,,,,,1,,,,1,,,2,3,1,2,2,1,1,4,6,3,1,,,40,1,2,2,2,2,2,1,2,2,,3,2,3,2,6,2,,1,2,331,,,,1.00,0.27,0.27
2008-0082,Jordan,1,1,1,1,1,4,8,6,5,5,1,5,5,6,4,5,1,1,3,3,2,4,6,5,6,2,2,1,,,,1,,,,,1,1,,,,,,,,3,1,1,1,1,3,1,1,,,,,,,,,,,,,,,,,,1,,,,,1,,,,,,,,,,,,,,,,1,1,,,,,,,,,1,1,,,,,,,,,,1,1,1,5,5,,,,,1,,,,1,,,2,3,4,2,2,3,1,1,4,4,4,,,23,1,1,2,2,2,3,2,,,4,2,1,3,1,,1,,1,2,365,,,,1.00,0.27,0.27
2008-0083,Jordan,5,1,1,1,1,4,8,5,5,5,1,5,5,4,3,5,1,1,3,3,3,3,4,4,1,2,2,1,,,1,,,,,,,,1,,,,,,1,1,1,1,2,1,1,1,1,,,,,,,,,,,,1,,,,,,1,,,,,,,,,,,,,,,1,,,,,,1,,,,,,,,,,1,1,,,,,,,,,,1,1,1,5,3,,,,1,,,,,1,,,2,3,3,2,3,4,2,4,4,2,4,,,60,1,2,2,2,2,1,1,4,4,,1,2,3,2,7,2,,1,2,389,,,,1.00,0.27,0.27
2008-0084,Jordan,5,1,1,1,1,9,4,5,5,5,3,5,4,5,4,2,1,3,3,3,2,4,2,5,4,2,2,,,,1,1,,,,,,1,1,,,,,,,3,1,1,3,1,3,1,1,,,,,,,,,,,,,,,,,,1,,,1,,,,,,,,,,,,,,,,,,1,1,,,,,,,,,1,1,,,,,,,,,,1,1,2,2,5,,,,1,,,,,1,,,2,2,4,2,2,3,1,3,2,1,2,,,42,1,2,2,2,2,2,1,5,5,,1,1,4,1,,2,,1,2,390,,,,1.00,0.27,0.27
2008-0085,Jordan,1,2,1,1,1,8,4,5,5,4,3,5,6,4,1,4,1,1,1,3,2,2,2,6,6,3,2,1,,,1,,,,,,,1,1,,,,,,,3,1,1,3,2,1,1,1,,,,,,,,,,,,,,,1,,,1,,,,,,,,,,,,,,,1,1,,,,,,,,,,,,,,,1,1,,,,,,,,,,2,1,2,1,3,,,,1,1,,,,,,,2,3,4,2,3,3,2,4,2,3,1,,,35,1,1,2,2,2,4,1,4,4,,2,1,3,2,6,1,,1,2,392,,,,1.00,0.27,0.27
2008-0086,Jordan,1,1,1,1,1,8,4,5,6,5,3,5,5,4,1,6,1,1,3,1,3,3,6,1,5,1,2,1,,,1,,,,,,,,1,,,,1,,,3,2,4,1,1,2,1,1,,,,,,,,,,,,,,,,,,1,,,,,1,,,,,,,,,,,,,,,,1,1,,,,,,,,,,1,,,,,,,1,,,1,1,1,2,5,,,,,1,,,,1,,,2,3,3,2,2,3,3,1,4,4,1,,,23,1,1,2,2,2,3,2,,,5,1,2,3,1,,1,,1,2,412,,,,1.00,0.27,0.27
2008-0087,Jordan,4,1,1,1,1,4,8,5,6,5,1,5,5,4,4,4,1,1,3,3,2,3,4,6,4,3,2,,1,,,1,,,,,1,,,,,,1,,,3,1,1,1,1,3,1,1,,,,,,,,,,,,1,,,1,,,,,,,,,,,,,,,,,,,,,,,,1,1,,,,,,,,,1,1,,,,,,,,,,2,1,1,5,5,,,,,1,,,,1,,,3,5,4,3,1,4,2,2,3,2,1,,,46,1,1,2,2,2,3,1,4,4,,1,1,4,1,,1,,1,2,418,,,,1.00,0.27,0.27
2008-0088,Jordan,5,1,1,1,1,8,4,5,5,5,4,5,5,5,1,6,1,1,3,3,3,3,4,1,1,3,2,,1,,1,,,,,,,,1,1,,,,,,3,4,4,3,2,3,1,1,,,,,,,,,,,,,,,,,,1,,,1,,,,,,,,,,,,,,,,,,1,1,,,,,,,,,1,1,,,,,,,,,,1,2,2,2,4,,,,1,,,,,1,,,2,2,4,2,2,3,1,4,1,1,2,,,16,1,1,2,2,2,2,2,,,5,2,1,3,2,5,2,,1,2,419,,,,1.00,0.27,0.27
2008-0089,Jordan,1,2,1,1,1,8,3,4,5,3,4,5,5,5,1,5,1,1,4,3,3,3,1,8,1,3,2,1,1,,,,,,,,,1,1,,,,,,,3,1,1,3,2,1,1,1,,,,,,,,,,,,,,,1,,,1,,,,,,,,,,,,1,,,1,,,,,,,,,,,,,,,,1,1,,,,,,,,,,2,1,3,5,4,,,,1,1,,,,,,,2,2,3,2,3,3,3,4,2,3,1,,,29,1,1,2,2,2,4,1,1,1,,1,1,3,1,,1,,1,2,432,,,,1.00,0.27,0.27
2008-0090,Jordan,5,1,1,1,1,4,8,5,5,5,1,5,5,6,4,6,1,4,3,3,3,3,8,4,4,2,2,,,1,,1,,,,,,1,,1,,,,,,3,1,1,3,2,3,1,1,,,,,,,,,,,,1,,,,,,1,,,,,,,,,,,,,,,,,,,,,1,,,,,,,,1,,1,1,,,,,,,,,,2,3,2,2,5,,,,1,1,,,,,,,2,2,3,3,2,4,1,4,1,1,2,,,35,2,2,2,2,2,2,1,4,4,,1,2,3,1,,2,,1,1,439,,,,1.00,0.27,0.27
2008-0091,Jordan,1,1,1,1,1,4,8,5,6,5,1,5,5,5,3,5,1,4,3,4,2,3,6,4,6,3,2,1,,,1,,,,,,,,1,,1,,,,,1,4,1,1,1,1,1,1,,,,,,,,,,,,1,,,,,,1,,,,,,,,,,,,,,,1,,,,,,1,,,,,,,,,,1,1,,,,,,,,,,1,1,1,5,5,,,,1,,,,,1,,,2,3,5,2,3,4,2,4,4,2,5,,,50,1,1,2,2,2,3,1,3,2,,1,1,4,1,,1,,1,1,465,,,,1.00,0.27,0.27
2008-0092,Jordan,1,1,1,1,1,4,8,5,5,5,1,5,5,5,4,5,1,1,3,4,2,3,3,4,6,3,2,,,,1,1,,,,,1,,1,,,,,,,3,1,1,1,1,1,1,1,,,,,,,,,,,,1,,,,,,1,,,,,,,,,,,,,,,1,,,,,,,,,,,1,,,,,1,1,,,,,,,,,,1,1,1,5,3,,,,1,,,,,1,,,2,3,5,2,3,4,2,3,4,2,1,,,26,1,1,2,2,2,4,1,1,1,,1,1,4,1,,1,,1,1,473,,,,1.00,0.27,0.27
2008-0093,Jordan,1,1,1,1,1,9,7,5,5,5,4,5,4,3,4,1,1,1,3,3,3,4,8,8,1,2,2,,1,,1,,,,,,1,,1,,,,,,,3,2,1,1,1,3,1,1,,,,,,,,,,,,,,1,,,,1,,,,,,,,,,,,,,,,,,,,,1,,,,1,,,,,,1,1,,,,,,,,,,2,2,2,2,5,,,,1,1,,,,,,,2,3,3,3,2,4,2,4,1,1,2,,,27,1,1,2,2,2,4,1,2,2,,1,2,3,1,,1,,1,1,495,,,,1.00,0.27,0.27
2008-0094,Jordan,1,1,4,1,1,8,4,4,5,4,3,5,5,4,2,4,1,1,3,4,3,3,3,5,5,2,2,,1,,1,,,,,,1,,1,,,,,,,3,1,1,3,1,1,1,1,,,,,,,,,,,,1,,,,,,1,,,,,,,,,,,,,,,1,,,,,,,,,1,,,,,,,1,1,,,,,,,,,,1,1,1,5,4,,,,,1,,,,1,,,2,3,3,3,2,3,1,3,4,1,1,,,30,1,1,2,2,2,4,1,3,3,,1,2,3,2,6,1,,1,2,525,,,,1.00,0.27,0.27
2008-0095,Jordan,5,1,1,1,1,8,4,5,5,5,3,5,4,4,1,4,1,1,3,4,2,3,1,5,5,2,2,,1,,1,,,,,,1,,1,,,,,,,3,1,1,3,1,1,1,1,,,,,,,,,,,,1,,,,,,1,,,,,,,,,,,,,,,1,,,,,,,,,1,,,,,,,1,1,,,,,,,,,,1,1,1,5,1,,,,,1,,,,1,,,2,3,3,3,2,3,1,3,4,3,1,,,61,1,1,2,2,2,4,1,4,1,,2,2,3,2,6,2,,1,2,527,,,,1.00,0.27,0.27
