ID#,q0,q999,q1000,q1001,q1002,q1003,q1004,q1005,q10000,q701,q702,q703,q704,q705,q706,q706b_2,q706b_3,q7060,q707,q934,q708,q921,q922,q601,q903,q54,q55,q56,q57,q58,q59,q60,q61,q62,q63,q64,q65,q66,q67,q68,q69,q70,q71,q72,q73,q74,q75,q76,q77,q78,q79,q80,q81,q82,q83,q84,q85,q86,q87,q88,q89,q90,q91,q92,q93,q94,q95,q96,q97,q98,q99,q100,q101,q102,q103,q104,q105,q106,q107,q108,q109,q110,q111,q112,q113,q114,q115,q116,q117,q118a,q118b,q120,q121,q122,q123,q124a,q124b,q125a,q125b,q126,q127,q128,q129,q130,q131,q132,q133,wt,wt2,wt3
2005-0063,United Arab Emirates,6,,,,,,3,2,24,1,1,2,2,2,,,,6,1,2,1,1,1.00,2.00,1,1,4,8,5,2,3,1,5,1,3,1,2,,,,,,6,,,,,,,,,,,,3,,,,,,2,3,2,2,1,1,1,2,3,2,1,1,1,2,5,5,5,1,1,1,5,1,3,2,1,2,2,2,1,,2,6,1,2,2,1,10,3,11,1,1,1,1,4,5,5,0.20,0.17,0.03
2005-0064,United Arab Emirates,6,,,,,,2,1,33,1,1,2,2,2,,,,3,1,1,4,1,2.00,1.00,1,1,3,4,5,5,1,1,5,5,1,1,5,,,,,,5,,,,,,,,,,,,8,,,,,,,1,2,2,2,2,4,3,3,8,8,7,2,1,5,5,5,1,1,1,4,1,5,2,1,2,2,2,1,4,3,6,1,1,1,2,14,10,12,1,3,3,3,1,4,4,0.97,0.17,0.16
2005-0065,United Arab Emirates,6,,,,,,2,2,26,1,1,2,2,2,,,,4,1,1,2,1,1.00,2.00,1,1,5,8,3,4,5,3,1,5,3,1,4,,,,,,2,,,,,,3,,,,,,6,,,,,,2,1,2,2,2,2,3,2,3,3,6,6,2,2,5,5,5,1,2,1,5,2,5,2,1,2,2,2,3,4,2,4,1,1,1,2,10,2,12,1,2,1,2,3,2,1,1.33,0.17,0.22
2005-0066,United Arab Emirates,6,,,,,,2,2,40,1,1,2,1,2,,,,4,1,2,4,1,2.00,2.00,1,1,4,1,2,2,3,1,4,3,1,1,2,,,,,,1,,,,,,2,,,,,,1,,,,,,2,1,3,3,1,1,1,2,3,6,6,5,1,2,5,5,5,2,2,2,1,1,1,3,1,2,2,2,1,5,1,5,1,1,2,1,14,10,13,1,1,2,1,2,2,5,0.14,0.17,0.02
2005-0067,United Arab Emirates,6,,,,,,2,1,28,2,1,2,2,2,,,,4,1,1,4,2,1.00,2.00,1,1,4,8,4,5,5,1,4,5,1,1,3,,,,,,5,,,,,,,,,,,,2,,,,,,4,3,2,1,1,2,4,3,3,3,8,6,2,1,5,5,5,1,1,1,5,4,5,3,1,3,3,2,2,3,2,2,1,1,1,2,3,14,19,1,1,1,1,2,2,3,0.75,0.17,0.12
2005-0068,United Arab Emirates,6,,,,,,2,2,28,1,1,2,2,2,,,,4,1,1,3,2,1.00,2.00,1,1,4,8,3,3,5,1,5,5,1,1,4,,,,,,2,,,,,,3,,,,,,6,,,,,,2,1,2,2,2,2,3,2,3,3,6,6,2,2,5,5,5,1,1,1,5,3,5,2,1,2,2,2,3,4,2,6,1,1,1,2,10,6,19,1,2,1,2,3,2,1,1.33,0.17,0.22
2005-0069,United Arab Emirates,6,,,,,,2,2,28,1,1,2,2,2,,,,2,1,1,4,1,1.00,1.00,1,1,4,8,3,2,3,1,1,5,2,1,3,,,,,,3,,,,,,2,,,,,,6,,,,,,2,1,3,3,1,2,2,2,3,5,5,5,2,2,5,5,5,1,3,1,5,3,5,2,1,3,2,4,1,4,2,6,1,1,1,2,10,14,21,1,1,1,2,3,2,3,3.18,0.17,0.53
2005-0070,United Arab Emirates,6,,,,,,2,1,45,1,1,1,2,2,,,,3,1,1,4,2,2.00,1.00,1,1,4,8,5,5,5,1,5,5,1,1,5,,,,,,5,,,,,,,,,,,,7,,,,,,8,1,3,3,1,2,4,3,3,8,6,6,2,2,5,5,5,1,1,1,5,1,5,2,1,2,2,2,3,,3,6,1,2,1,2,2,3,22,1,2,1,2,3,4,3,0.97,0.17,0.16
2005-0071,United Arab Emirates,6,,,,,,2,2,41,1,1,2,2,2,,,,3,1,1,2,1,2.00,1.00,1,1,4,5,3,4,5,1,1,2,1,3,4,,,,,,2,,,,,,3,,,,,,6,,,,,,2,1,2,2,2,2,3,2,3,6,6,6,2,2,5,5,5,3,2,1,5,2,5,2,1,2,2,2,2,3,2,6,1,1,1,2,2,6,29,1,2,2,2,3,2,1,1.73,0.17,0.29
2005-0072,United Arab Emirates,6,,,,,,2,1,29,1,1,1,2,2,,,,4,1,1,3,2,1.00,2.00,1,1,4,8,1,5,5,1,5,5,5,1,5,,,,,,3,,,,,,1,,,,,,6,,,,,,1,1,2,2,1,3,3,3,3,7,5,5,1,2,5,5,5,1,1,1,5,1,5,2,1,2,2,2,3,4,2,6,3,3,1,2,6,2,30,1,2,2,3,6,2,1,0.75,0.17,0.12
2005-0073,United Arab Emirates,6,,,,,,2,2,44,1,1,2,2,2,,,,4,1,1,3,2,2.00,2.00,1,1,4,6,3,3,5,1,5,1,1,3,4,,,,,,2,,,,,,3,,,,,,6,,,,,,2,1,2,2,2,2,4,2,3,3,6,6,2,2,4,5,5,2,2,1,5,2,5,2,1,2,2,2,2,3,2,6,1,1,1,2,6,3,32,1,2,2,2,3,2,1,0.72,0.17,0.12
2005-0074,United Arab Emirates,6,,,,,,3,2,25,1,1,1,2,2,,,,4,2,1,2,2,1.00,2.00,1,1,4,8,6,6,6,1,6,6,6,1,6,,,,,,5,,,,,,,,,,,,8,,,,,,,1,2,2,1,1,2,2,2,6,6,6,3,2,5,5,5,1,1,1,5,1,5,2,1,2,2,2,1,2,2,7,3,3,1,2,2,3,2,2,1,1,2,3,4,6,1.08,0.17,0.18
2005-0075,United Arab Emirates,6,,,,,,2,1,30,2,1,2,2,2,,,,4,1,1,5,2,2.00,2.00,1,1,4,7,4,3,2,1,4,5,1,1,2,,,,,,5,,,,,,,,,,,,6,,,,,,2,2,2,2,1,2,3,2,2,3,6,4,1,2,4,5,5,4,2,2,4,2,4,2,1,3,2,2,1,2,2,5,2,2,2,1,2,3,2,2,1,1,2,1,3,3,0.41,0.17,0.07
2005-0076,United Arab Emirates,6,,,,,,2,2,41,1,1,1,2,2,,,,5,1,2,4,1,2.00,2.00,1,1,2,8,2,1,5,2,4,5,3,1,2,,,,,,3,,,,,,4,,,,,,6,,,,,,2,2,2,2,3,1,2,2,4,1,1,1,1,1,3,2,3,5,5,5,2,5,1,2,1,3,2,2,2,5,1,3,2,2,2,1,6,10,2,2,1,1,1,4,2,6,0.14,0.17,0.02
2005-0077,United Arab Emirates,6,,,,,,3,1,49,2,2,2,2,2,,,,2,2,1,3,1,2.00,1.00,1,1,4,7,5,4,3,1,3,4,1,1,5,,,,,,3,,,,,,5,,,,,,6,,,,,,8,1,2,2,2,2,2,2,3,7,5,6,2,2,5,5,4,1,1,1,5,2,5,2,1,3,3,2,2,5,3,5,1,1,2,1,2,6,11,2,1,2,2,1,3,1,0.79,0.17,0.13
2005-0078,United Arab Emirates,6,,,,,,2,1,47,2,2,2,2,2,,,,2,1,1,3,1,2.00,1.00,1,1,4,7,4,4,3,1,4,3,1,1,5,,,,,,5,,,,,,,,,,,,8,,,,,,,1,2,2,2,2,3,2,3,7,5,6,2,2,5,5,5,1,1,1,5,2,5,2,1,3,3,2,1,2,3,5,1,1,2,1,2,6,11,2,1,2,2,1,3,1,0.97,0.17,0.16
2005-0079,United Arab Emirates,6,,,,,,2,1,29,1,1,1,2,1,11,,8,5,1,1,6,1,1.00,2.00,1,1,3,10,5,5,1,2,5,5,3,4,5,,,,,,5,,,,,,,,,,,,8,,,,,,,1,3,3,2,2,4,3,3,8,4,4,2,1,5,5,5,1,1,1,5,2,5,2,1,1,3,1,8,,3,4,1,1,1,2,2,10,11,2,2,1,3,1,2,6,0.75,0.17,0.12
2005-0080,United Arab Emirates,6,,,,,,2,2,49,1,2,2,2,2,,,,6,1,1,4,1,2.00,2.00,1,1,4,8,4,4,2,1,4,5,1,1,3,,,,,,5,,,,,,,,,,,,8,,,,,,,1,2,2,2,2,3,2,2,3,1,6,2,2,6,5,5,2,3,2,5,2,4,2,1,3,2,3,1,4,2,5,1,1,2,1,14,10,11,2,2,1,2,3,2,1,0.72,0.17,0.12
2005-0081,United Arab Emirates,6,,,,,,1,1,101,1,1,2,2,2,,,,3,1,1,3,1,2.00,1.00,1,1,8,4,2,1,5,1,4,4,4,1,2,,,,,,2,,,,,,3,,,,,,2,,,,,,5,2,2,3,1,3,4,2,4,8,8,6,2,2,5,5,4,3,3,2,4,4,5,2,3,2,2,3,8,,3,7,3,3,2,1,2,3,14,2,2,2,3,2,6,5,1.75,0.17,0.29
2005-0082,United Arab Emirates,6,,,,,,1,1,26,1,1,2,2,2,,,,4,1,1,2,1,1.00,2.00,1,1,8,4,1,5,5,2,1,4,3,2,5,,,,,,3,,,,,,2,,,,,,2,,,,,,5,2,2,3,1,3,4,2,4,8,8,6,2,3,5,5,4,3,3,2,4,4,5,2,3,2,2,3,8,,3,7,3,3,1,2,3,2,14,2,2,2,3,2,6,5,1.34,0.17,0.22
2005-0083,United Arab Emirates,6,,,,,,2,1,56,1,2,2,2,1,,,6,2,2,1,4,1,2.00,1.00,1,1,4,7,5,5,5,1,5,5,1,2,5,,,,,,5,,,,,,,,,,,,8,,,,,,,1,2,2,2,2,4,3,3,3,8,6,2,2,5,5,5,1,1,1,5,2,5,2,1,3,2,2,1,2,3,6,1,1,1,2,3,6,17,2,2,1,2,3,3,1,0.97,0.17,0.16
2005-0084,United Arab Emirates,6,,,,,,2,1,26,1,1,2,2,2,,,,4,1,1,4,1,1.00,2.00,1,1,7,4,5,5,3,1,3,5,1,2,3,,,,,,3,,,,,,2,,,,,,4,,,,,,1,2,2,2,2,3,2,2,3,3,1,1,1,2,5,5,5,3,2,2,4,4,4,2,1,3,2,3,2,1,3,5,1,2,2,1,6,3,17,2,2,1,1,2,2,3,0.75,0.17,0.12
2005-0085,United Arab Emirates,6,,,,,,2,2,34,1,1,2,2,2,,,,3,1,1,3,1,2.00,1.00,1,1,4,10,3,5,5,1,4,5,3,2,4,,,,,,2,,,,,,3,,,,,,2,,,,,,6,1,2,2,2,2,4,3,3,7,5,5,2,2,5,5,5,1,1,2,5,2,5,2,1,2,2,2,3,4,2,6,1,1,2,1,6,2,20,2,2,2,2,3,3,1,1.73,0.17,0.29
2005-0086,United Arab Emirates,6,,,,,,2,2,22,1,1,2,2,2,,,,4,1,1,3,2,1.00,2.00,2,1,4,8,5,6,6,1,6,6,5,3,2,,,,,,3,,,,,,2,,,,,,2,,,,,,5,1,3,2,2,2,4,3,3,7,7,7,2,2,5,5,5,1,1,1,5,4,5,2,1,3,3,2,1,2,3,6,1,1,1,2,2,10,20,2,2,3,3,2,4,1,1.33,0.17,0.22
2005-0087,United Arab Emirates,6,,,,,,2,1,34,1,2,2,2,2,,,,2,2,1,3,2,2.00,1.00,1,1,4,8,4,5,5,1,5,5,1,1,5,,,,,,5,,,,,,,,,,,,5,,,,,,6,2,1,1,1,2,3,2,2,5,5,5,1,1,5,5,3,1,1,1,5,1,5,2,1,3,2,2,1,3,2,6,1,1,2,1,14,10,30,2,2,1,1,2,2,3,0.97,0.17,0.16
2005-0088,United Arab Emirates,6,,,,,,2,2,48,1,1,2,2,2,,,,3,1,1,2,2,2.00,1.00,1,1,4,10,3,4,4,1,5,5,3,3,5,,,,,,2,,,,,,3,,,,,,2,,,,,,6,2,2,2,2,2,3,2,3,6,6,6,2,2,4,5,5,3,2,1,5,2,5,2,1,2,2,2,3,4,2,6,1,1,1,2,2,3,30,2,2,2,2,3,2,1,1.73,0.17,0.29
2005-0089,United Arab Emirates,6,,,,,,3,2,23,1,1,2,2,2,,,,3,1,1,2,1,1.00,1.00,1,1,4,8,4,4,5,1,3,2,1,1,4,,,,,,2,,,,,,3,,,,,,6,,,,,,2,2,3,1,2,2,4,3,2,4,4,5,3,2,4,5,5,4,2,2,5,3,5,2,1,2,2,3,1,5,2,2,2,2,1,2,6,2,101,2,2,1,2,3,2,1,2.58,0.17,0.43
2005-0090,United Arab Emirates,6,,,,,,1,1,42,1,1,2,2,2,,,,4,1,1,4,2,2.00,2.00,1,1,8,4,1,5,5,2,1,4,3,2,5,,,,,,3,,,,,,2,,,,,,2,,,,,,5,2,2,3,1,3,4,2,4,8,8,6,2,3,5,5,4,3,3,2,4,4,5,2,3,2,2,3,8,,3,7,3,3,1,2,3,2,101,2,2,2,3,2,6,5,0.73,0.17,0.12
2005-0091,United Arab Emirates,6,,,,,,2,1,59,1,2,2,2,2,,,,2,2,1,4,1,2.00,1.00,1,1,4,7,2,5,5,1,4,5,1,1,3,,,,,,5,,,,,,,,,,,,8,,,,,,,1,3,2,1,3,3,2,2,3,8,6,1,2,5,5,3,2,2,2,4,2,5,2,1,3,2,3,1,4,2,5,3,1,2,1,14,10,17,14,1,1,1,2,3,3,0.97,0.17,0.16
2005-0092,United Arab Emirates,6,,,,,,2,2,64,2,2,2,2,2,,,,6,2,1,1,1,2.00,2.00,2,2,,,,,,,,,,,,,,,,,5,,,,,,,,,,,,8,,,,,,,1,3,3,2,2,4,3,3,3,8,8,2,2,5,5,5,1,1,1,5,1,5,2,1,3,3,2,1,4,3,6,1,2,2,1,6,3,32,14,3,3,2,3,4,3,0.72,0.17,0.12
2005-0093,United Arab Emirates,6,,,,,,1,2,35,1,1,2,2,2,,,,5,1,2,4,1,2.00,2.00,1,1,4,8,5,5,5,4,5,5,5,4,5,,,,,,5,,,,,,,,,,,,6,,,,,,4,4,3,3,1,3,1,1,1,1,1,1,1,1,5,5,5,5,5,5,5,5,5,2,1,3,3,3,1,2,3,2,2,2,16,3,6,2,29,1,2,1,1,4,1,4,0.24,0.17,0.04
2005-0094,United Arab Emirates,6,,,,,,3,2,33,1,1,1,2,2,,,,3,1,2,2,2,2.00,1.00,1,1,2,11,6,2,6,6,6,6,6,6,6,,,,,,5,,,,,,,,,,,,3,,,,,,8,4,3,3,1,1,1,2,2,4,4,4,3,1,1,5,2,3,4,2,4,4,2,2,1,3,4,4,2,,4,3,2,2,3,4,2,6,2,3,1,1,1,4,2,6,0.26,0.17,0.04
2005-0095,United Arab Emirates,6,,,,,,1,2,55,1,1,2,2,2,,,,5,1,2,4,1,2.00,2.00,1,1,9,8,3,3,5,1,3,5,5,1,1,,,,,,3,,,,,,4,,,,,,4,,,,,,3,2,3,3,1,1,1,1,1,1,1,1,1,1,3,5,3,5,5,5,5,5,1,2,1,1,1,2,1,5,2,1,2,2,3,4,6,3,2,8,1,4,1,5,1,5,0.24,0.17,0.04
2005-0096,United Arab Emirates,6,,,,,,1,2,27,1,1,1,2,2,,,,4,1,2,4,2,1.00,2.00,1,1,4,8,4,5,5,2,3,5,5,2,5,,,,,,3,,,,,,4,,,,,,6,,,,,,7,4,3,3,1,3,1,1,1,1,1,5,1,1,3,5,5,4,4,5,5,5,4,2,1,1,3,3,2,4,1,3,2,2,3,16,6,2,2,17,1,1,4,1,2,5,0.45,0.17,0.07
2005-0097,United Arab Emirates,6,,,,,,1,2,31,1,1,2,2,2,,,,4,1,2,3,1,2.00,2.00,1,1,5,4,5,5,5,4,3,5,5,5,5,,,,,,3,,,,,,4,,,,,,6,,,,,,3,4,3,2,1,3,3,3,2,8,8,8,1,2,5,5,5,1,1,1,5,5,1,2,1,1,2,3,1,2,3,2,2,2,3,12,2,14,2,17,1,5,1,4,3,5,0.24,0.17,0.04
2005-0098,United Arab Emirates,6,,,,,,1,2,30,1,1,2,2,2,,,,4,1,2,3,1,2.00,2.00,1,1,5,1,1,5,5,4,1,5,5,3,4,,,,,,1,,,,,,5,,,,,,4,,,,,,6,5,3,2,1,3,2,2,3,8,4,4,1,2,3,5,4,2,2,1,4,4,4,3,1,2,2,2,2,3,3,2,2,2,16,1,2,14,2,1,1,1,1,4,2,5,0.24,0.17,0.04
2005-0099,United Arab Emirates,6,,,,,,2,1,23,1,1,1,2,2,,,,4,1,1,3,2,1.00,2.00,1,1,4,8,5,5,5,1,5,6,5,2,4,,,,,,3,,,,,,1,,,,,,6,,,,,,5,1,3,3,1,4,3,3,3,8,6,6,2,2,5,5,5,1,1,1,5,1,5,2,1,2,2,2,3,4,3,6,3,3,1,,6,2,12,1,2,1,3,2,2,1,0.75,0.17,0.12
2005-0100,United Arab Emirates,6,,,,,,3,2,30,1,1,2,2,1,,,1,4,1,1,2,1,2.00,2.00,1,1,2,11,1,2,5,4,3,2,1,5,1,,,,,,3,,,,,,5,,,,,,6,,,,,,4,5,2,3,3,1,2,4,1,2,2,6,1,2,4,2,3,5,6,4,2,4,1,3,2,3,3,3,4,,1,3,3,3,1,7,14,10,101,10,1,3,5,2,6,6,0.58,0.17,0.10
2005-0101,United Arab Emirates,6,,,,,,1,2,30,1,1,2,2,2,,,,4,1,2,4,1,2.00,2.00,2,2,,,,,,,,,,,,,,,,,3,,,,,,4,,,,,,6,,,,,,7,4,2,2,1,4,1,2,2,4,6,6,1,1,3,5,5,4,4,4,3,4,3,3,3,1,3,2,2,,1,1,2,2,8,2,2,3,2,1,2,1,1,4,2,5,0.24,0.17,0.04
2005-0102,United Arab Emirates,6,,,,,,2,1,27,1,1,2,2,1,,,8,4,1,1,5,2,1.00,2.00,1,1,7,4,2,3,5,1,3,5,1,1,2,,,,,,5,,,,,,,,,,,,1,,,,,,2,2,1,1,3,3,4,2,3,7,6,6,1,2,4,5,5,1,1,3,5,1,5,2,1,3,3,2,1,2,3,5,1,1,2,6,6,3,30,1,1,1,1,2,3,1,0.75,0.17,0.12
2005-0103,United Arab Emirates,6,,,,,,2,2,31,1,1,1,2,2,,,,4,1,2,3,1,2.00,2.00,1,1,2,4,3,1,4,1,5,5,3,2,2,,,,,,3,,,,,,4,,,,,,6,,,,,,5,4,2,2,1,2,2,2,2,4,1,4,1,2,3,5,4,2,2,3,3,1,1,2,1,3,3,2,2,5,3,4,2,2,4,2,2,6,2,2,1,1,1,4,3,6,0.14,0.17,0.02
2005-0104,United Arab Emirates,6,,,,,,2,2,42,1,1,2,2,1,,,11,4,1,2,4,1,2.00,2.00,1,1,6,4,3,4,1,1,6,1,2,1,1,,,,,,3,,,,,,4,,,,,,6,,,,,,5,2,2,2,1,1,1,2,2,5,5,5,1,2,5,5,3,4,4,4,3,4,1,2,1,3,2,2,2,4,3,4,1,1,2,14,14,2,2,2,1,1,2,1,2,6,0.14,0.17,0.02
2005-0105,United Arab Emirates,6,,,,,,1,2,36,1,1,2,2,2,,,,4,1,2,4,1,2.00,2.00,1,1,2,1,1,1,6,1,6,5,5,3,5,,,,,,3,,,,,,4,,,,,,6,,,,,,3,2,2,2,1,3,1,4,1,1,6,6,1,2,4,5,5,5,5,5,5,5,5,2,1,3,3,4,2,3,1,7,3,3,2,12,6,3,6,2,1,1,1,4,1,2,0.24,0.17,0.04
2005-0106,United Arab Emirates,6,,,,,,2,1,30,1,1,2,2,2,,,,4,1,1,4,1,2.00,2.00,1,1,4,7,3,4,5,1,4,5,1,1,4,,,,,,1,,,,,,3,,,,,,1,,,,,,2,2,1,1,3,3,2,2,2,8,1,1,1,2,4,5,4,4,3,3,2,2,4,2,1,3,2,3,1,2,3,5,2,2,2,6,6,14,21,2,2,1,1,2,3,3,0.41,0.17,0.07
2005-0107,United Arab Emirates,6,,,,,,2,1,19,2,1,2,2,2,,,,3,1,1,2,1,1.00,1.00,1,1,7,4,3,4,4,1,3,5,1,1,2,,,,,,1,,,,,,2,,,,,,4,,,,,,5,1,1,1,2,3,1,1,1,1,1,1,1,1,5,2,4,4,4,2,3,4,3,2,1,2,3,2,1,2,1,4,2,2,2,,6,3,24,2,3,4,1,2,2,6,1.79,0.17,0.30
2005-0108,United Arab Emirates,6,,,,,,2,2,23,1,1,1,2,2,,,,4,1,1,3,1,1.00,2.00,1,1,10,10,4,2,2,1,5,5,3,2,2,,,,,,3,,,,,,2,,,,,,6,,,,,,5,3,3,3,1,1,1,1,1,1,1,1,1,1,3,3,2,5,5,5,1,4,1,2,1,3,2,2,2,5,1,1,2,2,2,4,6,2,34,3,1,1,1,5,2,6,1.33,0.17,0.22
2005-0109,United Arab Emirates,6,,,,,,3,2,35,1,1,1,2,2,,,,3,1,1,2,1,2.00,1.00,1,1,2,4,5,3,5,2,5,5,4,4,5,,,,,,6,,,,,,,,,,,,8,,,,,,,2,3,3,1,1,2,1,1,1,1,6,1,2,3,5,2,4,4,4,4,4,2,1,1,1,1,1,6,,1,4,1,2,2,,6,2,101,8,1,1,1,2,2,6,1.40,0.17,0.23
2005-0110,United Arab Emirates,6,,,,,,3,1,46,1,1,2,2,2,,,,3,2,1,2,1,2.00,1.00,1,1,4,8,3,4,2,1,3,4,2,1,1,,,,,,1,,,,,,2,,,,,,6,,,,,,5,3,3,2,3,3,1,2,2,8,1,1,1,2,4,5,4,3,2,1,4,4,4,3,1,2,3,2,1,2,3,6,1,2,2,6,6,2,101,101,2,1,2,1,2,2,0.79,0.17,0.13
2005-0111,United Arab Emirates,6,,,,,,3,2,26,1,1,1,2,2,,,,3,1,1,1,1,1.00,1.00,1,1,4,1,3,5,3,1,5,5,1,1,1,,,,,,5,,,,,,,,,,,,8,,,,,,,2,2,2,2,2,1,2,3,8,8,1,1,2,1,5,5,1,1,1,5,1,5,2,1,2,2,2,4,,2,5,1,2,6,4,2,14,7,2,2,1,1,3,2,5,2.58,0.17,0.43
2005-0112,United Arab Emirates,6,,,,,,1,1,27,1,1,2,2,2,,,,3,1,1,4,1,1.00,1.00,1,1,1,4,2,1,1,2,1,4,3,3,1,,,,,,1,,,,,,3,,,,,,2,,,,,,5,2,3,3,2,3,3,4,3,8,4,6,1,3,6,5,4,3,3,2,4,4,5,2,1,3,1,3,8,,3,4,3,3,101,,3,2,38,2,2,2,3,2,5,5,3.22,0.17,0.54
2005-0113,United Arab Emirates,6,,,,,,2,2,39,1,1,2,2,1,14,,11,5,1,1,5,1,2.00,2.00,1,1,9,10,4,4,5,5,5,5,4,2,1,,,,,,3,,,,,,4,,,,,,6,,,,,,8,5,3,3,1,1,1,1,1,1,1,5,1,2,1,1,3,5,5,5,1,5,2,2,1,1,1,1,8,,4,7,2,2,4,14,14,6,6,3,1,1,1,6,1,6,0.72,0.17,0.12
2005-0114,United Arab Emirates,6,,,,,,1,2,31,1,1,2,2,1,,,7,4,1,2,3,2,2.00,2.00,1,1,5,4,4,4,4,3,4,5,4,4,4,,,,,,5,,,,,,,,,,,,4,,,,,,6,4,3,3,1,3,3,2,2,8,8,8,1,1,3,1,1,5,5,5,1,5,3,2,1,2,2,3,2,3,3,7,2,2,16,12,6,14,39,7,2,1,1,4,1,1,0.24,0.17,0.04
2005-0115,United Arab Emirates,6,,,,,,1,2,34,1,1,2,2,2,,,,4,1,2,3,1,2.00,2.00,1,1,5,4,4,4,4,4,4,4,4,4,4,,,,,,4,,,,,,5,,,,,,6,,,,,,4,4,2,2,1,3,3,3,2,8,8,8,1,1,3,1,1,5,5,5,1,5,3,2,1,2,2,3,2,3,3,7,2,2,12,16,14,6,39,7,2,1,1,4,1,4,0.24,0.17,0.04
2005-0116,United Arab Emirates,6,,,,,,1,2,32,1,2,2,2,2,,,,4,2,2,3,2,2.00,2.00,1,1,5,8,5,5,5,5,3,5,5,4,5,,,,,,5,,,,,,,,,,,,8,,,,,,,4,2,2,1,3,2,2,1,5,8,1,1,2,5,5,5,5,5,5,5,5,5,2,1,2,3,3,2,,3,7,2,2,16,12,6,2,101,13,2,1,1,4,1,4,0.24,0.17,0.04
2005-0117,United Arab Emirates,6,,,,,,1,2,32,1,1,2,2,2,,,,4,1,2,3,1,2.00,2.00,1,1,5,10,5,5,5,5,4,5,4,5,5,,,,,,1,,,,,,4,,,,,,6,,,,,,3,4,3,3,1,3,1,1,1,6,1,1,1,1,5,5,5,5,5,5,5,5,3,2,1,1,2,2,9,,3,2,2,2,12,15,6,14,101,14,2,1,1,4,1,6,0.24,0.17,0.04
2005-0118,United Arab Emirates,6,,,,,,2,2,46,1,1,2,2,1,,,13,5,1,2,4,1,2.00,2.00,1,1,9,10,4,5,1,4,5,5,5,2,1,,,,,,3,,,,,,4,,,,,,6,,,,,,8,1,1,1,1,1,1,1,1,1,1,1,1,1,5,1,1,5,5,5,1,5,1,2,1,1,1,1,6,,1,1,1,1,4,13,6,3,6,16,1,1,1,5,1,6,0.14,0.17,0.02
2005-0119,United Arab Emirates,6,,,,,,2,2,30,1,1,2,2,1,14,,8,4,1,1,3,1,2.00,2.00,1,1,9,10,4,3,1,5,5,5,4,3,1,,,,,,3,,,,,,4,,,,,,6,,,,,,8,2,2,2,2,2,1,1,1,1,1,1,1,2,3,1,1,5,5,5,1,5,1,2,1,1,1,1,6,,1,5,1,1,4,13,6,3,6,16,1,1,1,5,1,6,0.72,0.17,0.12
2005-0120,United Arab Emirates,6,,,,,,3,1,24,1,1,2,2,2,,,,3,1,1,3,1,1.00,1.00,1,1,2,7,3,2,5,2,4,4,3,4,5,,,,,,1,,,,,,3,,,,,,2,,,,,,4,4,2,3,3,4,1,2,2,8,1,6,1,2,2,5,3,1,3,1,4,2,5,2,1,2,4,4,1,4,2,3,2,3,101,,10,2,101,101,2,1,1,2,2,1,1.45,0.17,0.24
2005-0121,United Arab Emirates,6,,,,,,1,2,35,1,1,2,2,2,,,,4,1,2,4,1,2.00,2.00,1,1,8,4,6,6,2,3,6,3,6,4,5,,,,,,4,,,,,,5,,,,,,2,,,,,,6,4,3,3,1,1,3,3,3,3,2,6,1,2,1,5,2,1,1,3,5,4,5,2,1,2,3,2,2,,3,2,1,3,1,3,9,2,2,1,1,1,1,4,2,5,0.24,0.17,0.04
2005-0122,United Arab Emirates,6,,,,,,1,2,30,1,1,2,1,2,,,,4,1,2,3,2,2.00,2.00,1,1,10,5,5,5,5,5,4,5,5,5,5,,,,,,1,,,,,,3,,,,,,4,,,,,,6,3,2,2,1,3,4,3,3,8,6,6,1,3,1,1,1,1,1,1,1,1,1,2,1,2,2,2,2,3,2,6,2,2,1,5,2,7,2,1,1,1,1,4,2,4,0.24,0.17,0.04
2005-0123,United Arab Emirates,6,,,,,,3,2,28,1,1,2,2,2,,,,6,2,1,1,1,1.00,2.00,1,1,6,4,5,6,5,1,4,1,2,6,5,,,,,,5,,,,,,,,,,,,8,,,,,,,4,3,3,1,4,2,2,3,6,4,1,2,2,3,5,4,2,1,1,3,2,5,2,1,2,3,3,3,,3,5,1,3,1,5,1,2,101,1,3,2,2,6,5,6,1.08,0.17,0.18
2005-0124,United Arab Emirates,6,,,,,,1,2,27,1,1,2,2,2,,,,4,1,1,3,2,1.00,2.00,1,1,1,4,2,1,1,2,1,4,3,3,1,,,,,,1,,,,,,3,,,,,,2,,,,,,5,2,3,3,2,3,3,4,3,8,4,6,1,3,6,5,4,3,3,2,4,4,5,2,1,3,1,3,8,,3,4,3,3,1,5,2,1,38,2,2,2,3,2,5,5,2.39,0.17,0.40
2005-0125,United Arab Emirates,6,,,,,,1,2,25,1,1,2,2,2,,,,4,1,1,2,2,1.00,2.00,1,1,8,4,3,2,5,1,3,2,2,1,1,,,,,,1,,,,,,2,,,,,,2,,,,,,5,1,3,2,2,3,4,4,2,3,6,6,1,2,4,5,4,3,4,3,4,2,5,2,1,2,2,2,3,4,3,2,1,1,1,5,1,2,101,2,1,1,3,6,3,5,2.39,0.17,0.40
