ID#,q0,q1000,q117,q118,q119,q120,q121,q122,q123,q124,q125,q51,q52,q53,q54,q55,q56,q57,q58,q59,q60,q61,q62,q63,q64,q65,q66,q67,q68,q69,q70,q71,q72,q73,q74,q75,q76,q77,q78,q79,q80,q81,q82,q83,q84,q85,q86,q87,q88,q89,q90,q91,q92,q93,q94,q95,q96,q97,q98,q99,q100,q101,q102,q103,q104,st105_1,st105_2,q106,q107,q108,q109,q110,q111,q112,q113,q114,q115,q116,wt,wt2,wt3
2004-0076,Lebanon,3,36,1,1,1,3,2,2,3,2,1,1,3,4,9,8,3,4,4,4,4,3,4,4,4,3,3,6,99,99,99,2,2,2,2,2,1,2,3,2,3,2,1,2,3,5,5,5,5,5,5,5,5,5,2,1,2,2,2,2,1,3,2,2,7,15,1,2,1,1,5,1,2,2,2,3,2,0.73,0.26,0.19
2004-0077,Lebanon,3,36,1,1,1,4,1,2,3,1,1,1,2,4,8,4,3,8,4,4,4,2,4,4,4,2,4,3,2,2,3,2,2,2,2,2,1,2,2,2,3,1,1,3,99,5,5,5,5,5,5,5,5,5,2,1,2,2,2,2,1,3,2,2,7,11,2,3,1,1,5,2,3,2,2,2,1,0.73,0.26,0.19
2004-0078,Lebanon,2,36,1,1,1,4,1,2,4,2,1,1,2,2,1,2,2,1,1,1,4,4,4,4,4,4,3,3,4,1,2,2,2,1,2,1,1,1,2,1,2,1,3,2,2,4,5,5,3,3,3,5,3,4,2,1,2,2,3,2,3,1,12,3,3,7,4,1,1,1,2,1,3,2,2,1,2,0.73,0.26,0.19
2004-0079,Lebanon,2,36,1,1,1,4,1,2,5,2,1,1,2,4,8,4,3,8,2,2,2,1,2,3,2,1,2,7,99,3,11,2,3,1,2,2,1,3,3,2,2,1,3,2,3,4,5,5,4,4,1,4,3,4,2,1,2,2,2,2,2,2,2,3,3,7,9,1,1,1,2,2,2,2,1,2,2,0.73,0.26,0.19
2004-0080,Lebanon,6,36,1,1,2,3,2,2,3,1,1,1,2,2,4,4,3,2,5,1,2,1,1,2,5,3,2,6,99,99,99,1,2,1,3,3,2,2,4,3,3,4,2,2,1,5,5,5,1,1,1,5,5,2,2,1,2,3,3,1,1,2,2,3,3,14,2,2,1,1,2,1,2,4,4,4,2,0.73,0.26,0.19
2004-0081,Lebanon,5,35,2,1,2,2,2,2,3,1,1,1,2,4,2,4,3,2,4,1,4,4,4,5,2,2,2,3,4,2,1,1,3,3,3,3,1,3,4,2,3,2,1,3,99,5,5,5,1,1,1,1,1,1,2,1,2,2,2,3,1,2,2,3,3,8,2,2,1,1,2,1,4,4,4,4,2,0.73,0.26,0.19
2004-0082,Lebanon,3,35,1,1,1,3,1,2,3,1,2,1,3,4,8,4,3,8,4,4,4,3,4,4,4,3,4,3,4,1,2,2,2,2,2,2,1,2,3,2,2,2,1,2,2,5,5,5,5,5,5,5,5,5,2,1,2,2,2,2,1,3,1,2,3,7,4,3,1,1,5,3,3,2,2,2,1,0.73,0.26,0.19
2004-0083,Lebanon,1,35,1,1,2,4,1,2,3,1,1,1,2,2,1,4,2,2,2,1,3,2,3,3,2,3,2,7,99,2,5,2,2,2,2,3,2,3,4,2,3,3,3,2,3,4,5,4,3,4,5,4,5,5,2,2,3,2,2,4,2,2,2,3,18,99,4,1,1,1,2,3,3,2,2,3,2,0.73,0.26,0.19
2004-0084,Lebanon,1,35,1,1,1,4,2,2,3,1,2,2,2,3,2,3,3,2,3,2,3,2,3,3,2,4,3,3,6,2,1,2,2,2,3,1,1,2,2,2,3,1,5,3,99,3,4,2,5,4,1,2,3,2,2,2,3,1,2,5,2,2,2,3,2,3,4,3,1,1,2,3,3,1,2,2,2,0.73,0.26,0.19
2004-0085,Lebanon,1,35,2,1,1,4,1,2,2,2,1,1,2,4,8,2,1,8,2,1,2,3,2,3,4,2,4,7,99,1,2,2,2,2,1,2,2,2,4,2,3,1,3,2,2,4,5,4,3,4,3,5,4,5,2,2,3,2,3,4,3,2,12,3,18,99,10,1,1,1,2,4,3,2,3,2,2,0.73,0.26,0.19
2004-0086,Lebanon,1,35,1,1,2,4,1,2,3,2,1,1,2,2,4,22,4,4,3,2,3,2,3,3,2,2,4,7,99,5,99,1,1,2,3,2,2,2,4,2,3,3,3,2,3,4,5,5,4,5,3,5,4,5,2,2,3,2,2,5,2,1,2,3,15,17,4,3,2,2,1,3,4,2,3,2,1,0.73,0.26,0.19
2004-0087,Lebanon,1,35,1,1,1,4,1,2,4,2,1,1,3,2,30,2,4,4,2,1,3,2,3,2,3,3,3,7,99,2,5,2,2,3,2,2,3,3,4,2,2,3,4,2,2,3,5,4,3,4,4,5,4,3,2,3,2,2,3,4,2,2,12,3,15,17,4,2,1,1,2,3,4,2,2,3,1,0.73,0.26,0.19
2004-0088,Lebanon,6,35,1,1,1,3,3,2,3,1,1,1,2,4,8,2,3,4,2,1,2,1,3,4,5,1,5,6,99,99,99,2,2,3,3,3,3,3,4,3,4,1,1,3,99,5,5,5,5,5,5,5,5,5,2,1,3,3,3,3,1,1,2,3,12,13,4,2,1,1,2,2,3,1,1,1,2,0.73,0.26,0.19
2004-0089,Lebanon,6,35,1,1,1,5,1,2,5,2,1,1,1,4,2,4,2,2,3,2,4,1,4,5,3,3,2,4,1,2,1,2,2,2,3,3,1,2,1,1,1,3,2,2,1,5,5,5,1,3,3,3,3,3,2,1,3,3,3,5,3,1,6,3,7,12,1,3,1,1,5,1,3,2,2,2,2,0.73,0.26,0.19
2004-0090,Lebanon,5,34,2,1,2,3,2,2,3,2,1,1,2,4,2,4,3,2,2,1,3,1,4,4,4,4,4,1,2,3,2,2,2,3,3,3,2,2,2,2,3,3,1,3,99,5,5,5,2,3,2,5,5,2,2,1,2,3,3,3,1,2,12,3,18,99,10,2,1,1,2,2,3,3,3,3,2,0.73,0.26,0.19
2004-0091,Lebanon,5,34,1,1,1,3,1,2,4,2,1,1,2,4,2,4,3,2,2,1,2,1,3,4,1,1,1,6,99,99,99,1,2,1,3,3,2,4,5,3,3,1,1,3,99,5,5,5,5,5,5,5,5,5,2,1,3,3,2,1,1,2,2,3,3,11,4,2,1,1,2,3,2,1,1,1,2,0.73,0.26,0.19
2004-0092,Lebanon,3,34,1,1,1,4,1,2,3,1,1,1,2,4,8,4,3,8,4,4,4,2,4,4,4,2,4,7,99,2,1,2,2,2,2,2,1,2,2,2,3,1,1,3,99,5,5,5,5,5,5,5,5,5,2,1,2,2,2,2,1,3,1,1,3,7,2,2,1,1,5,1,3,2,2,2,2,0.73,0.26,0.19
2004-0093,Lebanon,2,34,1,1,2,4,1,2,2,2,1,2,4,25,99,4,3,7,4,4,4,2,4,4,2,4,4,9,2,5,99,2,3,3,3,3,3,4,4,2,2,3,1,3,99,3,5,5,1,1,5,5,1,1,2,1,3,3,2,3,2,2,2,1,3,32,37,1,1,1,2,3,4,3,3,3,2,0.73,0.26,0.19
2004-0094,Lebanon,6,34,1,1,2,3,2,2,3,1,1,1,1,8,4,2,3,4,3,1,4,1,2,2,2,1,3,3,7,2,1,1,2,1,2,2,3,2,6,3,3,1,1,2,1,5,5,5,5,5,5,5,5,2,2,1,3,3,2,1,1,2,12,3,18,99,10,2,1,1,5,1,2,1,1,1,2,0.73,0.26,0.19
2004-0095,Lebanon,6,34,2,1,2,2,2,2,2,1,1,1,2,2,4,2,3,4,4,1,4,1,4,4,4,2,4,1,2,1,3,1,2,3,3,3,1,2,3,3,3,3,1,3,99,5,5,5,5,5,5,5,5,5,2,1,3,3,2,3,2,2,2,3,3,7,4,2,1,1,2,1,2,1,1,1,2,0.73,0.26,0.19
2004-0096,Lebanon,5,33,2,1,1,5,1,2,4,1,1,1,2,2,4,2,2,4,2,1,3,1,2,4,1,1,1,1,3,2,1,1,2,1,3,3,1,1,5,3,3,1,1,2,1,5,5,5,1,5,1,5,5,1,2,1,2,3,2,1,4,2,2,3,3,11,2,2,1,1,2,5,3,3,3,3,2,0.73,0.26,0.19
2004-0097,Lebanon,6,33,1,1,2,3,2,2,4,2,1,1,2,4,2,4,2,2,3,1,4,1,4,4,4,1,4,6,99,99,99,1,2,1,3,3,2,4,4,3,3,4,2,2,2,5,6,6,6,6,6,6,6,6,2,1,3,3,2,3,3,1,12,3,18,99,10,2,1,1,2,1,3,1,1,1,2,0.73,0.26,0.19
2004-0098,Lebanon,5,32,1,1,1,3,1,2,4,2,1,1,1,2,9,22,3,2,4,2,4,4,4,4,4,4,2,7,99,2,3,1,3,3,3,3,1,1,2,2,2,1,4,3,99,4,1,1,5,5,5,5,5,5,2,1,2,2,2,4,3,1,2,3,3,15,4,1,4,1,5,1,1,3,3,3,2,0.73,0.26,0.19
2004-0099,Lebanon,3,32,1,2,99,3,2,2,3,2,1,1,2,4,8,4,3,8,4,4,4,2,4,4,4,2,4,7,99,2,3,1,2,2,2,2,1,2,3,2,3,2,1,3,99,4,5,5,5,5,5,5,5,5,2,1,2,2,2,2,1,3,1,3,1,15,2,1,1,1,5,2,3,2,2,2,2,0.73,0.26,0.19
2004-0100,Lebanon,3,32,1,1,2,4,1,2,3,1,2,1,2,4,8,4,3,8,4,4,4,2,4,4,4,2,4,3,4,1,2,2,2,2,2,2,1,2,3,2,2,2,1,3,99,5,5,5,5,5,5,5,5,5,2,1,2,2,2,2,1,3,3,3,1,7,4,2,1,1,5,2,3,2,2,2,2,0.73,0.26,0.19
2004-0101,Lebanon,1,32,2,1,1,4,1,2,2,1,1,1,2,8,2,4,1,2,2,2,3,3,2,4,3,2,3,6,99,99,99,2,2,3,1,1,3,2,3,2,3,3,4,2,4,5,5,4,3,4,4,5,4,5,2,2,3,2,2,4,2,2,10,3,18,99,1,1,1,2,1,3,3,2,3,2,2,0.73,0.26,0.19
2004-0102,Lebanon,1,32,1,2,99,4,2,2,4,1,1,1,2,3,4,3,4,4,3,2,3,2,3,4,3,2,2,1,2,2,3,2,2,3,2,2,3,3,6,2,2,1,4,3,99,3,4,3,5,4,3,2,3,4,2,3,2,1,2,3,3,2,10,3,5,15,10,2,3,3,2,2,3,2,3,2,2,0.73,0.26,0.19
2004-0103,Lebanon,1,32,1,1,1,5,1,2,4,2,1,1,3,4,8,3,2,8,2,1,2,3,4,2,3,2,2,1,4,3,5,1,1,2,3,2,3,2,3,2,2,2,1,2,2,4,4,5,3,4,2,4,5,4,2,3,2,2,1,4,2,1,12,3,18,99,4,1,1,1,4,3,4,3,3,2,1,0.73,0.26,0.19
2004-0104,Lebanon,1,32,1,1,2,4,1,2,3,2,1,1,2,4,2,4,2,2,2,1,3,2,3,4,3,3,4,7,99,3,5,2,2,2,3,2,3,2,5,2,3,1,4,2,2,4,4,5,4,4,4,5,3,4,2,2,3,2,2,4,2,2,2,3,18,99,4,1,2,1,2,3,4,2,2,2,2,0.73,0.26,0.19
2004-0105,Lebanon,1,32,1,1,1,4,1,2,4,2,1,1,2,8,2,3,1,8,2,3,2,2,4,4,3,2,3,6,99,99,99,2,3,1,1,3,3,3,2,2,2,1,3,2,3,4,4,3,5,2,3,4,3,4,2,3,1,2,2,5,2,2,7,3,3,10,10,3,1,1,2,3,4,2,3,2,2,0.73,0.26,0.19
2004-0106,Lebanon,1,32,2,1,1,4,1,2,3,1,1,1,2,25,2,4,2,2,2,1,3,2,3,3,2,3,3,7,99,2,6,2,2,3,1,2,3,2,3,2,2,3,3,2,3,5,5,5,4,3,4,5,4,4,2,2,3,2,2,4,2,2,13,3,19,99,4,1,1,1,2,3,4,2,2,3,1,0.73,0.26,0.19
2004-0107,Lebanon,2,32,1,1,1,2,2,2,3,2,1,1,4,7,11,22,4,11,4,4,4,4,4,4,4,4,4,7,99,10,11,2,1,1,2,2,2,2,4,2,3,3,1,1,2,5,5,5,5,3,1,1,1,1,2,2,2,2,3,4,3,4,2,12,10,15,9,1,1,1,4,1,2,2,1,1,2,0.73,0.26,0.19
2004-0108,Lebanon,2,32,1,1,2,3,2,2,5,2,1,1,6,99,99,11,6,99,5,5,5,5,5,5,5,5,5,7,99,3,11,4,2,1,2,2,2,3,3,2,3,1,1,1,3,6,6,6,6,6,6,6,6,6,2,2,1,1,1,7,4,1,2,3,7,4,1,1,1,1,5,2,5,4,4,4,2,0.73,0.26,0.19
2004-0109,Lebanon,5,31,1,1,1,3,1,2,3,2,1,1,2,2,4,4,3,2,4,1,5,1,2,3,1,1,1,1,4,1,2,1,2,2,3,3,2,4,5,3,3,3,1,3,99,5,5,5,1,1,1,5,5,1,2,1,2,2,2,3,1,2,2,3,3,7,1,2,1,1,2,1,2,2,2,2,2,0.73,0.26,0.19
2004-0110,Lebanon,5,31,1,1,2,3,1,2,3,2,1,1,2,2,8,4,3,2,3,1,4,1,2,2,1,1,1,6,99,99,99,1,2,3,3,3,1,3,5,2,3,1,1,3,99,5,5,5,2,2,4,5,5,2,2,1,3,3,3,1,1,2,12,6,18,99,10,2,1,1,5,1,3,2,3,1,3,0.73,0.26,0.19
2004-0111,Lebanon,3,31,1,1,2,3,2,2,2,2,1,1,3,2,8,8,3,2,4,3,4,4,4,4,4,3,4,7,99,2,3,2,2,2,2,2,1,2,3,1,3,3,1,2,3,5,5,5,5,5,5,5,5,5,2,1,3,3,3,4,3,1,2,3,3,7,2,1,1,1,5,3,4,2,2,2,2,0.73,0.26,0.19
2004-0112,Lebanon,3,31,1,1,2,4,1,2,4,2,2,1,5,4,8,4,3,8,4,4,4,3,4,4,4,3,4,6,99,99,99,2,2,2,2,2,1,3,3,2,3,2,1,2,3,4,4,4,4,4,4,3,4,4,2,1,2,2,2,2,1,3,1,1,1,15,2,1,1,5,6,1,1,2,1,1,1,0.73,0.26,0.19
2004-0113,Lebanon,3,31,2,2,99,2,2,2,3,1,1,1,2,4,8,4,3,8,4,4,4,2,4,4,4,2,4,3,4,5,99,1,2,2,2,2,1,2,3,2,3,2,1,2,2,5,5,5,5,5,5,5,5,5,2,1,2,2,2,2,1,3,1,3,3,6,1,2,1,1,5,3,4,2,2,2,2,0.73,0.26,0.19
2004-0114,Lebanon,1,31,1,1,1,5,1,2,4,2,1,1,2,4,2,10,4,4,2,1,3,2,3,3,2,2,3,7,99,2,6,4,2,2,2,3,2,2,3,2,2,3,4,2,3,5,5,5,4,3,4,4,3,5,2,3,2,2,3,4,2,2,2,3,18,99,4,1,1,1,4,4,2,2,3,1,3,0.73,0.26,0.19
2004-0115,Lebanon,1,31,1,1,2,3,2,2,3,2,1,1,3,2,4,1,4,4,2,2,3,2,3,4,3,3,4,7,99,3,6,2,2,3,2,1,2,3,4,2,3,3,4,2,2,5,5,4,4,5,3,4,5,5,2,2,1,2,3,4,2,2,2,3,14,20,4,1,1,1,2,2,4,2,3,3,2,0.73,0.26,0.19
2004-0116,Lebanon,5,30,2,1,1,3,2,2,4,1,1,1,2,4,2,4,3,11,4,1,4,1,4,4,3,3,3,3,4,1,2,1,2,2,3,3,1,1,3,2,2,3,1,2,1,5,5,5,5,1,5,5,5,1,2,1,2,2,2,3,1,2,7,3,6,13,4,2,1,1,2,1,3,4,4,4,2,0.73,0.26,0.19
2004-0117,Lebanon,2,30,1,1,1,4,1,2,4,1,1,1,1,1,4,3,3,4,4,1,2,2,4,4,4,4,4,2,1,1,3,2,2,1,3,1,3,3,3,2,2,1,1,2,3,3,5,5,1,1,1,5,4,4,2,1,2,2,3,2,1,2,7,3,7,30,37,2,1,2,1,3,2,3,3,3,2,0.73,0.26,0.19
2004-0118,Lebanon,2,30,1,2,99,3,2,2,6,2,1,1,2,2,8,3,1,2,4,1,1,2,4,4,4,1,4,4,7,6,99,5,4,4,4,4,4,4,4,3,4,2,1,3,99,3,5,5,1,1,1,5,1,5,2,2,2,2,2,2,1,1,12,6,18,99,10,1,1,1,2,3,3,1,2,2,2,0.73,0.26,0.19
2004-0119,Lebanon,5,29,2,1,1,101,1,2,3,1,1,1,2,2,8,8,3,2,5,1,3,1,2,3,1,1,4,6,99,99,99,2,2,1,3,3,2,3,2,2,3,1,2,2,2,4,5,5,1,1,1,5,5,5,2,1,3,2,2,3,1,2,12,6,18,99,2,2,1,1,2,5,3,2,2,2,2,0.73,0.26,0.19
2004-0120,Lebanon,3,29,1,1,2,3,2,2,3,1,1,1,5,4,8,4,3,8,4,4,4,3,4,4,4,3,4,7,99,2,3,1,2,2,2,2,1,1,3,2,3,3,1,3,99,5,5,5,5,5,5,5,5,5,2,1,2,2,2,2,1,3,1,3,3,15,1,3,1,1,5,3,3,2,2,2,2,0.73,0.26,0.19
2004-0121,Lebanon,3,29,1,1,1,3,1,2,3,1,1,1,2,4,9,4,3,8,4,4,4,2,4,4,4,2,3,3,4,2,3,2,2,2,2,2,1,2,3,2,3,2,1,2,2,5,5,5,5,5,5,5,5,5,2,1,2,2,2,3,1,3,2,2,7,10,2,2,1,1,6,5,3,2,2,2,2,0.73,0.26,0.19
2004-0122,Lebanon,1,29,1,1,2,4,1,2,4,2,1,1,1,7,8,3,2,4,3,3,2,2,3,2,3,3,4,7,99,2,5,2,3,2,1,2,3,3,2,2,2,3,3,2,2,4,4,5,3,4,5,5,4,5,2,1,1,3,2,3,2,3,12,3,18,99,4,1,1,1,5,3,4,4,4,4,2,0.73,0.26,0.19
2004-0123,Lebanon,1,29,1,1,1,4,1,2,4,2,1,1,2,2,1,10,3,2,2,1,4,3,3,4,3,2,3,7,99,2,1,2,2,3,2,2,3,2,4,2,2,3,4,3,99,5,5,5,4,3,5,4,5,4,2,2,3,2,2,4,2,2,12,2,18,99,11,1,1,2,5,3,4,2,3,3,3,0.73,0.26,0.19
2004-0124,Lebanon,1,29,1,1,1,4,1,2,3,2,1,1,2,4,8,3,1,4,2,1,3,2,3,3,2,3,4,3,2,5,99,2,2,1,1,2,3,2,4,2,3,3,4,2,2,4,4,5,5,4,3,4,5,4,2,2,3,2,3,5,2,1,12,3,18,99,10,2,2,1,2,3,4,2,3,2,2,0.73,0.26,0.19
2004-0125,Lebanon,6,29,2,1,1,3,1,2,3,1,1,1,2,8,2,4,3,8,4,1,4,1,4,4,4,1,4,3,2,2,1,2,2,3,3,3,1,3,3,2,3,1,1,2,1,5,5,5,1,5,4,5,5,1,2,2,3,3,2,1,1,1,12,3,3,12,1,2,1,1,2,3,3,1,1,1,2,0.73,0.26,0.19
2004-0126,Lebanon,5,28,1,1,1,4,1,2,4,1,1,1,2,4,2,4,3,2,5,1,4,1,4,5,5,4,4,3,4,2,1,1,3,3,3,3,1,1,4,2,3,3,1,2,1,5,5,5,5,1,1,1,5,1,2,1,2,2,2,3,2,2,7,3,3,11,2,2,1,1,2,1,2,3,3,3,2,0.73,0.26,0.19
2004-0127,Lebanon,5,28,1,1,1,5,1,2,5,1,1,1,2,2,4,8,3,4,2,1,3,1,2,5,1,1,1,3,1,3,1,1,3,1,3,3,1,3,1,2,1,1,3,2,1,5,5,5,5,5,5,5,5,5,1,2,1,1,1,3,2,2,12,3,3,12,10,3,1,1,2,5,2,3,3,3,1,0.73,0.26,0.19
2004-0128,Lebanon,1,28,1,1,1,4,1,2,3,2,1,1,2,2,4,8,2,2,3,2,4,2,4,4,3,2,3,4,2,3,5,2,3,2,2,3,2,1,5,2,2,1,3,2,3,3,4,5,4,5,5,4,3,5,2,2,3,2,2,4,2,2,12,3,3,14,2,3,4,2,4,4,3,2,2,3,2,0.73,0.26,0.19
2004-0129,Lebanon,1,28,1,1,1,4,1,2,4,2,1,1,2,4,2,1,2,2,3,2,3,2,4,4,2,3,3,7,99,2,1,2,3,1,1,2,2,2,5,2,2,3,3,2,2,6,4,5,4,4,3,2,5,3,2,2,3,1,2,4,3,1,5,3,10,14,10,2,1,1,2,3,3,2,3,3,2,0.73,0.26,0.19
2004-0130,Lebanon,1,28,1,1,1,5,1,2,4,2,1,1,2,4,3,2,2,4,3,2,3,2,4,4,4,3,4,7,99,3,5,2,2,3,2,1,1,2,3,2,3,1,4,2,2,4,4,3,4,4,3,2,4,5,3,2,2,2,3,3,2,2,2,3,18,99,10,2,1,1,2,3,4,2,2,2,2,0.73,0.26,0.19
2004-0131,Lebanon,2,28,1,1,1,4,1,2,3,2,1,1,2,4,9,4,3,8,4,1,4,1,4,4,4,1,1,2,4,3,11,2,2,1,2,2,1,1,4,2,2,2,1,1,4,3,5,5,1,1,1,5,1,4,2,1,2,2,2,4,3,4,42,1,24,29,10,1,1,1,5,4,1,2,2,2,1,0.73,0.26,0.19
2004-0132,Lebanon,2,28,1,1,1,4,1,2,4,2,1,1,2,2,9,2,5,9,4,1,4,3,4,4,4,4,2,3,4,3,2,2,2,1,2,3,1,1,1,1,2,1,3,2,2,4,5,5,4,4,4,5,4,4,2,1,2,2,1,4,3,1,12,3,7,15,1,1,1,1,4,2,3,2,2,1,2,0.73,0.26,0.19
2004-0133,Lebanon,5,27,1,1,1,4,1,2,3,2,3,1,2,2,4,4,3,2,4,1,4,1,4,4,4,4,4,4,1,2,3,1,3,1,3,3,2,4,5,3,3,3,1,3,99,5,5,5,1,1,1,5,5,1,2,1,2,3,2,3,1,2,2,3,3,6,4,2,1,1,2,1,3,2,2,2,3,0.73,0.26,0.19
2004-0134,Lebanon,5,27,1,1,1,4,1,2,4,2,1,1,2,2,4,4,3,2,4,1,4,1,4,2,1,1,2,3,4,1,2,1,2,1,3,3,2,3,4,3,4,1,1,3,99,5,5,5,2,1,6,5,5,5,2,1,3,3,2,1,1,2,2,3,3,10,4,2,1,1,2,5,2,1,2,1,2,0.73,0.26,0.19
2004-0135,Lebanon,3,27,1,1,2,3,1,2,3,2,1,1,2,4,8,4,2,8,4,4,4,3,4,4,4,3,4,3,2,2,3,2,2,2,2,2,1,2,3,2,3,2,1,1,4,5,5,5,5,5,5,5,5,5,2,1,2,2,2,2,1,3,2,1,10,15,2,2,1,1,5,1,3,2,2,2,1,0.73,0.26,0.19
2004-0136,Lebanon,3,27,1,1,1,4,1,2,3,1,1,1,2,4,1,4,3,1,3,4,4,2,4,4,4,4,4,3,4,1,2,1,2,2,2,2,1,1,3,2,2,2,1,2,3,5,5,5,5,5,5,5,5,5,2,1,2,2,2,2,1,3,1,3,3,15,2,2,1,5,6,2,3,2,2,2,1,0.73,0.26,0.19
2004-0137,Lebanon,3,27,1,1,1,4,2,2,3,1,1,1,2,4,8,4,3,8,4,4,4,2,4,4,4,3,4,6,99,99,99,2,2,2,2,2,1,3,2,2,2,3,1,2,3,5,5,5,5,5,5,5,5,5,2,1,2,2,2,2,1,3,1,3,3,15,4,3,1,1,5,3,2,2,2,2,1,0.73,0.26,0.19
2004-0138,Lebanon,1,27,1,1,2,5,1,2,4,2,1,1,1,2,8,2,2,8,2,1,3,2,3,3,2,2,4,7,99,2,5,2,2,2,3,2,3,2,3,2,3,1,3,2,2,4,4,5,4,5,5,5,3,4,3,2,2,3,2,3,3,2,12,6,17,99,10,2,1,1,4,4,5,3,3,3,1,0.73,0.26,0.19
2004-0139,Lebanon,1,27,2,1,2,4,1,2,3,2,2,2,3,2,30,3,3,10,4,2,2,4,4,3,4,4,4,7,99,3,6,1,1,2,3,2,2,2,4,1,3,3,4,2,3,4,4,3,5,4,5,4,5,5,2,1,1,2,2,4,2,2,12,3,18,99,10,2,1,1,6,2,3,2,3,2,2,0.73,0.26,0.19
2004-0140,Lebanon,1,27,2,1,1,4,1,2,4,2,1,1,1,8,4,22,2,4,2,3,4,3,4,4,2,1,3,7,99,2,3,2,2,3,2,2,3,3,2,1,2,2,3,3,99,6,4,5,4,3,4,5,5,4,2,3,1,2,2,4,3,3,2,1,18,99,2,2,2,1,2,2,3,2,3,2,2,0.73,0.26,0.19
2004-0141,Lebanon,2,27,1,1,1,3,2,2,4,1,1,1,2,2,4,2,2,4,4,1,4,1,4,4,4,3,4,3,6,3,2,2,3,1,3,1,1,1,3,2,2,1,4,3,99,3,5,5,2,2,3,5,3,3,2,1,2,2,3,3,1,2,2,3,15,1,1,1,2,3,2,1,3,3,2,1,2,0.73,0.26,0.19
2004-0142,Lebanon,2,27,1,1,1,4,1,2,4,2,1,1,2,2,1,2,1,1,3,1,4,3,4,4,4,4,3,3,4,3,2,2,2,1,2,1,1,1,3,2,2,1,3,3,99,3,5,5,2,2,3,5,3,4,2,1,2,2,3,2,4,4,42,3,3,7,37,1,1,1,2,1,3,1,2,1,2,0.73,0.26,0.19
2004-0143,Lebanon,6,27,2,1,1,4,1,2,4,1,1,1,2,4,2,4,3,2,4,1,4,1,4,4,4,4,4,6,99,99,99,1,2,3,3,3,2,4,5,1,3,1,2,2,1,5,5,5,5,5,5,5,5,5,2,1,3,3,2,3,3,2,12,3,18,99,10,2,1,1,2,1,2,2,2,2,2,0.73,0.26,0.19
2004-0144,Lebanon,5,26,1,1,1,4,1,2,3,2,1,1,2,2,4,4,3,2,5,1,5,1,3,2,2,1,4,6,99,99,99,1,3,3,3,3,1,3,3,2,3,3,1,3,99,5,5,5,1,1,1,5,5,5,2,1,2,2,2,1,1,1,2,3,3,7,2,2,1,1,5,5,4,3,3,3,2,0.73,0.26,0.19
2004-0145,Lebanon,5,26,1,1,1,5,1,2,5,2,1,1,4,2,9,2,2,9,5,4,5,5,5,5,5,5,4,7,99,1,2,4,3,3,3,3,1,3,1,2,3,4,5,1,4,4,5,5,5,5,5,5,5,5,2,1,3,3,2,3,4,3,2,3,3,15,10,1,1,5,1,1,1,2,2,2,1,0.73,0.26,0.19
2004-0146,Lebanon,5,26,1,1,1,4,1,2,3,2,1,1,1,2,9,2,3,9,4,2,4,4,4,4,4,4,2,7,99,2,1,4,3,3,3,3,2,3,2,2,3,1,5,3,99,1,5,5,5,5,3,3,5,3,3,1,3,3,3,3,3,4,2,5,3,15,4,1,1,1,2,1,1,1,2,2,2,0.73,0.26,0.19
2004-0147,Lebanon,5,26,2,1,1,4,1,2,4,1,1,1,2,2,4,4,2,2,5,1,4,1,2,4,2,1,1,7,99,1,2,2,2,1,3,3,3,4,2,2,3,3,1,3,99,5,5,5,1,1,1,5,5,5,2,1,2,3,2,3,3,2,2,3,3,15,2,2,1,1,2,2,4,3,3,3,2,0.73,0.26,0.19
2004-0148,Lebanon,3,26,1,2,99,2,2,2,3,2,1,1,3,4,8,4,3,8,4,4,4,3,4,4,4,3,4,7,99,2,3,2,2,2,2,2,1,2,3,2,3,2,1,3,99,4,5,5,5,5,5,5,5,5,2,1,2,2,2,2,1,3,2,3,7,15,1,1,1,1,5,2,3,2,2,2,2,0.73,0.26,0.19
2004-0149,Lebanon,3,26,1,1,1,3,1,2,3,2,1,1,4,4,11,4,3,11,4,4,4,3,4,4,4,4,4,7,99,2,3,2,2,2,2,2,1,2,3,2,3,2,1,2,3,4,3,3,3,3,3,3,3,3,1,1,2,3,2,2,1,3,2,3,7,15,2,3,1,1,5,2,3,2,2,2,2,0.73,0.26,0.19
2004-0150,Lebanon,3,26,1,1,2,4,2,2,3,1,1,1,2,4,8,4,3,9,4,4,4,2,4,4,4,2,3,3,4,2,1,2,2,2,2,2,1,2,3,2,3,2,1,3,99,5,5,5,5,5,5,5,5,5,2,1,2,2,2,2,1,3,2,3,3,15,2,3,1,1,6,3,4,2,2,2,2,0.73,0.26,0.19
2004-0151,Lebanon,1,26,1,1,1,4,1,2,3,2,1,1,2,7,30,10,1,8,3,2,3,3,4,4,3,3,4,3,7,5,99,2,2,4,2,2,3,2,3,2,3,4,4,2,3,4,4,5,5,3,4,3,5,4,3,2,1,2,2,5,3,2,12,3,18,99,10,3,4,1,4,3,4,4,4,4,1,0.73,0.26,0.19
2004-0152,Lebanon,2,26,1,1,1,5,1,2,4,1,1,1,2,2,4,2,2,4,4,1,4,1,4,4,4,4,4,3,6,1,3,1,3,1,3,1,1,2,3,2,2,1,4,2,3,3,5,5,1,1,1,5,3,3,3,1,3,2,3,2,1,2,2,3,3,7,10,1,1,1,2,1,2,3,2,1,2,0.73,0.26,0.19
