dataset,country_id,country,initial_observations,final_observations,original_variables,substantive_variables,final_variables,dup_observations_at_85,dup_observations_at_90,dup_observations_at_95,dup_observations_at_100,varlist
americasbarometer_2010,1,Belize,1504,1490,494,369,119,2,2,2,2,ls3 a4 soct1 soct2 idio1 idio2 cp2 cp4a cp4 np1 np2 sgl1 cp5_0812 cp6 cp7 cp8 cp9 cp13 ls6 ls6a it1 prot3 jc10 jc13 jc15a jc16a vic1ext vic1hogar aoj8 aoj11 aoj11a aoj12 aoj17 b1 b2 b3 b4 b6 b10a b11 b13 b14 b12 b18 b20 b21 b21a b31 b32 b43 b37
americasbarometer_2012,1,Belize,1512,1503,494,369,98,5,0,0,0,ls3 soct1 soct2 idio1 idio2 cp2 cp4a cp4 np1 np2 sgl1 cp5_0812 cp6 cp7 cp8 cp9 cp13 it1 prot3 jc1 jc10 jc13 jc15a jc16a vic1ext vic1hogar aoj8 aoj11 aoj12 aoj17 aoj18 b1 b2 b3 b4 b6 b10a b11 b13 b12 b18 b20 b20a b21 b21a b31 b32 b43 b37 n1 n3 n
americasbarometer_2004,1,Bolivia,3073,3037,494,369,67,8,8,8,4,ls3 soct1 cp2 cp4a np1 np2 sgl1 cp5_0406 cp6 cp7 cp8 cp9 cp13 it1 it2 it3 prot1 jc1 jc10 jc13 jc13a vic1ext aoj12 b1 b2 b3 b4 b6 b10a b11 b13 b12 b18 b20 b21 b31 b32 b43 b17 b51 n1 n3 n9 m1 ing4 pn2 pn4 pn5 e5 e8 e11 e15 e14 e3 e16 e2 d32 d33 d
americasbarometer_2006,1,Bolivia,3008,2895,494,369,85,5,3,2,0,ls3 a4 a1 a2 a3 a4i soct1 soct2 idio1 idio2 cp2 cp4a np1 np2 sgl1 cp5_0406 cp6 cp7 cp8 cp9 cp13 it1 prot1 jc1 jc10 jc13 vic1ext aoj8 aoj11 aoj12 b1 b2 b3 b4 b6 b10a b11 b13 b12 b18 b20 b21 b31 b32 b43 b17 b37 n1 n9 m1 ing4 pn2 pn4 pn5 e5 e8 e11
americasbarometer_2008,3,Bolivia,3003,2917,494,369,140,6,2,0,0,ls3 a4 a1 a2 a3 a4i soct1 soct2 idio1 idio2 cp2 cp4a cp4 np1 np2 sgl1 lgl2a lgl2b cp5_0812 cp6 cp7 cp8 cp9 cp10 cp13 it1 it1a it1b immig1 prot2 jc1 jc4 jc10 jc12 jc13 vic1ext vic20 vic21 vic27 aoj8 aoj11 aoj11a aoj12 aoj12a b1 b2 b3 b4 b6 b10a
americasbarometer_2006,2,Brazil,1214,1196,494,369,108,14,10,8,0,ls3 a4 a1 a2 a3 a4i soct1 soct2 idio1 idio2 cp2 cp4a cp4 np2 sgl1 lgl2 lgl3 cp5_0406 cp6 cp7 cp8 cp9 cp10 cp13 prot1 jc1 jc4 jc10 jc12 jc13 vic1ext b1 b2 b3 b4 b6 b10a b11 b13 b14 b12 b15 b18 b20 b21 b31 b32 b43 b16 b17 b19 b37 b42 b50 b46 b47
americasbarometer_2008,4,Brazil,1497,1471,494,369,126,0,0,0,0,ls3 a4 a1 a2 a3 a4i soct1 soct2 idio1 idio2 cp2 cp4a cp4 np1 np2 sgl1 lgl2a lgl2b cp5_0812 cp6 cp7 cp8 cp9 cp10 cp13 ls6 it1 it1a it1b immig1 prot1 jc1 jc4 jc10 jc12 jc13 vic1ext vic20 vic21 vic27 aoj8 aoj11 aoj11a aoj12 aoj12a b2 b3 b4 b6 b10a
americasbarometer_2010,2,Brazil,2482,2428,494,369,135,8,8,4,0,ls3 a4 soct1 soct2 resp6 idio1 idio2 idio3 cp2 cp4a cp4 np1 np2 sgl1 cp5_0812 cp6 cp7 cp8 cp9 cp13 ls6a it1 prot3 jc1 jc10 jc13 vic1ext vic1hogar aoj8 aoj11 aoj11a aoj12 aoj17 b1 b2 b3 b4 b6 b10a b11 b13 b14 b12 b18 b20 b20a b21 b21a b31 b32 b4
americasbarometer_2012,2,Brazil,1500,1487,494,369,100,28,18,8,2,ls3 a4 soct1 soct2 idio1 idio2 cp2 cp4a cp4 np1 np2 sgl1 cp5_0812 cp6 cp7 cp8 cp9 cp13 it1 prot3 jc1 jc10 jc13 jc15a jc16a vic1ext vic1hogar aoj8 aoj11 aoj12 aoj17 aoj18 b1 b2 b3 b4 b6 b10a b11 b13 b12 b18 b20 b20a b21 b21a b31 b32 b43 b37 n1 n
americasbarometer_2006,3,Canada,601,599,494,369,39,4,0,0,0,np1 cp6 cp7 cp8 cp9 cp13 it1 prot1 jc15 jc16 vic1ext aoj11 b1 b2 b3 b4 b6 b10a b13 b12 b21 b31 b43 ing4 pn2 pn4 e16 d32 d37 d1 d2 d3 d4 d5 dem2 exc6 exc7 vb2 vb10
americasbarometer_2008,5,Canada,2032,2025,494,369,36,2,0,0,0,cp6 cp7 cp8 cp9 cp13 it1 prot1 vic1ext aoj11 b1 b2 b3 b4 b6 b10a b13 b12 b21 b31 b43 pop102 pop103 pop107 pop113 ing4 pn2 ros2 ros3 ros4 pn4 d1 d2 d3 d4 d5 exc7
americasbarometer_2006,4,Chile,1517,1499,494,369,119,9,2,0,0,ls3 a4 a1 a2 a3 a4i soct1 soct2 idio1 idio2 cp2 cp4a cp4 np1 np1b np2 sgl1 lgl2 lgl3 cp5_0406 cp6 cp7 cp8 cp9 cp10 cp13 it1 prot1 jc1 jc4 jc10 jc12 jc13 jc15 jc16 vic1ext aoj8 aoj11 aoj11a aoj12 b1 b2 b3 b4 b6 b10a b11 b13 b14 b12 b15 b18 b20 b
americasbarometer_2008,6,Chile,1527,1494,494,369,142,0,0,0,0,ls3 a4 a1 a2 a3 a4i soct1 soct2 idio1 idio2 cp2 cp4a cp4 np1 np2 sgl1 lgl2 lgl2a lgl2b cp5_0812 cp6 cp7 cp8 cp9 cp10 cp13 ls6 it1 it1a it1b immig1 vic1ext vic20 vic21 vic27 aoj8 aoj11 aoj11a aoj12 aoj12a aoj16a aoj17 aoj18 b1 b2 b3 b4 b6 b10a b
americasbarometer_2004,2,Colombia,1479,1463,494,369,103,3,0,0,0,ls3 a1 a2 a3 soct1 soct3 cp2 cp4a np1 np1b np1c np2 sgl1 cp5_0406 cp6 cp7 cp8 cp9 cp13 it1 it2 it3 prot1 jc1 jc4 jc10 jc12 jc13 jc13a vic1ext aoj8 aoj11 aoj11a aoj12 aoj17 aoj16 b1 b2 b3 b4 b6 b10a b11 b13 b14 b12 b15 b18 b20 b21 b31 b32 b43 b1
americasbarometer_2006,5,Colombia,1491,1462,494,369,125,0,0,0,0,ls3 a4 a1 a2 a3 a4i soct1 soct2 idio1 idio2 cp2 cp4a cp4 np1 np1b np2 sgl1 lgl2 lgl3 cp5_0406 cp6 cp7 cp8 cp9 cp10 cp11 cp13 it1 prot1 jc1 jc4 jc10 jc12 jc13 vic1ext aoj8 aoj11 aoj11a aoj12 b1 b2 b3 b4 b6 b10a b11 b13 b14 b12 b15 b18 b20 b21 b3
americasbarometer_2008,7,Colombia,1503,1477,494,369,130,0,0,0,0,ls3 a4 a1 a2 a3 a4i soct1 soct2 idio1 idio2 cp2 cp4a cp4 np1 np2 sgl1 lgl2 lgl2a lgl2b lgl3 cp5_0812 cp6 cp7 cp8 cp9 cp10 cp13 cp20 it1 it1a it1b prot1 vic1ext vic20 vic21 vic27 aoj8 aoj11 aoj11a aoj12 aoj12a b1 b2 b3 b4 b6 b10a b11 b13 b14 b12
americasbarometer_2010,3,Colombia,1506,1493,494,369,134,0,0,0,0,ls3 a4 soct1 soct2 idio1 idio2 cp2 cp4a cp4 np1 np2 sgl1 cp5_0812 cp6 cp7 cp8 cp9 cp13 cp20 ls6 ls6a it1 prot3 jc1 jc10 jc13 jc15a jc16a vic1ext vic1hogar aoj8 aoj11 aoj11a aoj12 aoj17 b1 b2 b3 b4 b6 b10a b11 b13 b14 b12 b18 b20 b20a b21 b21a b
americasbarometer_2012,3,Colombia,1512,1496,494,369,97,8,6,6,2,ls3 soct1 soct2 soct3 idio1 idio2 idio3 cp2 cp4a cp4 np1 np2 sgl1 cp5_0812 cp6 cp7 cp8 cp9 cp13 it1 prot3 jc1 jc10 jc13 vic1ext vic1hogar aoj8 aoj11 aoj12 aoj17 b1 b2 b3 b4 b6 b10a b11 b13 b14 b12 b18 b20 b20a b21 b21a b31 b32 b43 b37 n1 n3 n9
americasbarometer_2004,3,Costa Rica,1500,1492,494,369,98,0,0,0,0,ls3 a1 a2 a3 soct1 soct3 cp2 cp4a cp4 np1 np1b np1c np2 sgl1 cp5_0406 cp6 cp8 cp9 cp13 it1 it2 it3 prot1 jc1 jc4 jc10 jc12 jc13 jc13a vic1ext aoj8 aoj11 aoj11a aoj12 aoj17 b1 b2 b3 b4 b6 b10a b11 b13 b14 b18 b20 b21 b31 b32 b43 b17 b37 b47 b48
americasbarometer_2006,6,Costa Rica,1500,1499,494,369,118,8,8,8,0,ls3 a4 a1 a2 a3 a4i soct1 soct2 idio1 idio2 cp2 cp4a cp4 np1 np1b np2 sgl1 lgl2 lgl3 cp5_0406 cp6 cp7 cp8 cp9 cp10 cp13 it1 prot1 jc15 jc16 vic1ext aoj8 aoj11 aoj11a aoj12 aoj16a aoj17 b1 b2 b3 b4 b6 b10a b11 b13 b14 b18 b20 b21 b31 b32 b43 b17
americasbarometer_2008,8,Costa Rica,1500,1463,494,369,140,14,14,14,4,ls3 a4 a1 a2 a3 a4i soct1 soct2 idio1 idio2 cp2 cp4a cp4 np1 np2 sgl1 lgl2 lgl2a lgl2b cp5_0812 cp6 cp7 cp8 cp9 cp10 cp13 ls6 it1 it1a it1b immig1 immig2 prot1 vic1ext vic20 vic21 vic27 aoj8 aoj11 aoj11a aoj12 aoj12a aoj16a aoj17 b1 b2 b3 b4 b6
americasbarometer_2010,4,Costa Rica,1500,1485,494,369,121,0,0,0,0,ls3 a4 soct1 soct2 soct3 idio1 idio2 idio3 cp2 cp4a cp4 np1 np2 sgl1 cp5_0812 cp6 cp7 cp8 cp9 cp13 ls6 ls6a it1 prot3 jc1 jc10 jc13 jc15a jc16a vic1ext vic1hogar aoj8 aoj11 aoj11a aoj12 aoj17 b1 b2 b3 b4 b6 b10a b11 b13 b14 b18 b20 b21 b21a b31
americasbarometer_2012,4,Costa Rica,1498,1486,494,369,96,4,2,2,0,ls3 soct1 soct2 idio1 idio2 cp2 cp4a cp4 np1 np2 sgl1 cp5_0812 cp6 cp7 cp8 cp9 cp13 it1 prot3 jc1 jc10 jc13 jc15a jc16a vic1ext vic1hogar aoj8 aoj11 aoj12 aoj17 aoj18 b1 b2 b3 b4 b6 b10a b11 b13 b18 b20 b21 b21a b31 b32 b43 b37 n1 n3 n9 n11 n15
americasbarometer_2004,4,Ecuador,3000,2964,494,369,97,2,2,2,0,ls3 a1 a2 a3 soct1 idio1 cp2 cp4 np1 np2 sgl1 muni6 cp5_0406 cp6 cp7 cp8 cp9 cp10 cp13 it1 it2 it3 jc1 jc4 jc10 jc12 jc13 vic1ext aoj8 aoj11 aoj12 b1 b2 b3 b4 b6 b11 b13 b14 b12 b18 b20 b21 b31 b32 b43 b17 b37 b46 b48 b40 n1 n3 n9 m1 ing4 pn2 p
americasbarometer_2006,7,Ecuador,2925,2894,494,369,117,6,4,2,0,ls3 a4 a1 a2 a3 a4i soct1 soct2 idio1 idio2 cp2 cp4a cp4 np1 np2 sgl1 lgl2 lgl3 muni5 muni6 muni8 muni11 muni15 cp5_0406 cp6 cp7 cp8 cp9 cp10 cp13 it1 prot1 jc1 jc4 jc10 jc12 jc13 jc15 vic1ext aoj8 aoj11 aoj12 aoj17 b1 b2 b3 b4 b6 b10a b11 b13
americasbarometer_2008,9,Ecuador,3000,2961,494,369,156,38,25,9,0,ls3 a4 a1 a2 a3 a4i soct1 soct2 idio1 idio2 cp2 cp4a cp4 np1 np2 sgl1 lgl2 lgl2a lgl2b muni5 muni6 cp5_0812 cp6 cp7 cp8 cp9 cp10 cp13 ls6 it1 it1a it1b immig1 immig2 prot2 jc10 jc12 jc13 jc15 vic1ext vic20 vic21 vic27 aoj8 aoj11 aoj11a aoj12 ao
americasbarometer_2010,5,Ecuador,3000,2973,494,369,131,18,16,14,6,ls3 a4 soct1 soct2 idio1 idio2 cp2 cp4a cp4 np1 np2 sgl1 cp5_0812 cp6 cp7 cp8 cp9 cp13 ls6 ls6a it1 prot3 jc1 jc10 jc13 jc15a jc16a vic1ext vic1hogar aoj8 aoj11 aoj11a aoj12 aoj17 b1 b2 b3 b4 b6 b10a b11 b13 b14 b12 b18 b20 b20a b21 b21a b32 b4
americasbarometer_2012,5,Ecuador,1500,1483,494,369,95,39,29,18,2,ls3 soct1 soct2 idio1 idio2 cp2 cp4a cp4 np1 np2 sgl1 cp5_0812 cp6 cp7 cp8 cp9 cp13 it1 prot3 jc1 jc10 jc13 jc15a jc16a vic1ext vic1hogar aoj8 aoj11 aoj12 aoj17 aoj18 b2 b3 b4 b6 b10a b11 b13 b12 b18 b20 b20a b21 b21a b31 b32 b43 b17 b37 n1 n3
americasbarometer_2004,5,El Salvador,1589,1553,494,369,114,0,0,0,0,ls3 a4 a1 a2 a3 soct1 idio1 cp2 cp4a cp4 np1 np1a np1b np1c np2 sgl1 muni6 cp5_0406 cp6 cp7 cp8 cp9 cp13 it1 it2 it3 prot1 jc10 jc13 jc13a vic1ext aoj8 aoj11 aoj11a aoj12 aoj17 aoj9 aoj16 b1 b2 b3 b4 b6 b10a b11 b13 b14 b12 b15 b18 b20 b21 b31
americasbarometer_2006,8,El Salvador,1729,1718,494,369,126,0,0,0,0,ls3 a4 a1 a2 a3 a4i soct1 soct2 idio1 idio2 cp2 cp4a cp4 np1 np1b np2 sgl1 sgl2 lgl2 lgl3 cp5_0406 cp6 cp7 cp8 cp9 cp10 cp13 it1 prot1 jc1 jc4 jc10 jc12 jc13 jc16 vic1ext aoj8 aoj11 aoj11a aoj12 aoj16a aoj17 b1 b2 b3 b4 b6 b10a b11 b13 b14 b12
americasbarometer_2008,10,El Salvador,1549,1541,494,369,162,0,0,0,0,ls3 a4 a1 a2 a3 a4i soct1 soct2 idio1 idio2 cp2 cp4a cp4 np1 np1b np2 sgl1 sgl2 lgl2 lgl2a lgl2b muni5 muni6 muni15 cp5_0812 cp6 cp7 cp8 cp9 cp10 cp13 ls6 it1 it1a it1b l1 immig1 immig2 prot2 jc1 jc4 jc10 jc12 jc13 jc15 jc16 vic1ext vic20 vic21
americasbarometer_2010,6,El Salvador,1550,1547,494,369,125,2,2,2,0,ls3 a4 soct1 soct2 soct3 idio1 idio2 idio3 cp2 cp4a cp4 np1 np2 sgl1 cp5_0812 cp6 cp7 cp8 cp9 cp13 ls6 ls6a it1 l1 prot3 jc1 jc10 jc13 jc15a jc16a vic1ext vic1hogar aoj8 aoj11 aoj11a aoj12 aoj17 b1 b2 b3 b4 b6 b10a b11 b13 b14 b12 b18 b20 b20a
americasbarometer_2012,6,El Salvador,1497,1439,494,369,93,0,0,0,0,ls3 soct1 soct2 idio1 idio2 cp2 cp4a cp4 np1 np2 sgl1 cp5_0812 cp6 cp7 cp8 cp9 cp13 it1 prot3 jc10 jc13 jc15a jc16a vic1ext vic1hogar aoj8 aoj11 aoj12 aoj17 b1 b2 b3 b4 b6 b10a b11 b13 b14 b12 b15 b18 b20 b20a b21 b21a b31 b32 b43 b17 b37 n1 n3
americasbarometer_2004,6,Guatemala,1708,1641,494,369,63,8,2,0,0,ls3 a4 a1 a2 a3 soct1 cp2 cp4a np1 np1c np2 sgl1 cp5_0406 cp6 cp7 cp8 cp9 cp13 it1 it2 prot1 vic1ext aoj8 aoj11 aoj11a aoj12 aoj17 aoj9 aoj16 b12 b18 b20 b32 b43 b37 e5 e8 e11 e15 e14 e3 e16 e2 abs5 dem11 pp1 pp2 exc1 exc2 exc6 exc19 vb1 vb2 pc
americasbarometer_2006,10,Guatemala,1498,1435,494,369,112,24,20,12,0,ls3 a4 a1 a2 a3 a4i soct1 soct2 idio1 idio2 cp2 cp4a cp4 np1 np2 sgl1 muni6 muni8 muni11 cp5_0406 cp6 cp7 cp8 cp9 cp10 cp13 it1 prot1 vic1ext aoj8 aoj11 aoj11a aoj12 aoj16a aoj17 b1 b2 b3 b4 b6 b10a b11 b13 b14 b12 b15 b18 b20 b21 b31 b32 b43 b
americasbarometer_2008,12,Guatemala,1538,1508,494,369,92,6,0,0,0,ls3 a4 a1 a2 a3 a4i soct1 soct2 idio1 idio2 cp2 cp4a cp4 np1 np2 sgl1 sgl2 cp5_0812 cp6 cp7 cp8 cp9 cp10 cp13 ls6 it1 it1a it1b prot1 jc10 vic1ext vic20 vic21 vic27 aoj8 aoj11 aoj11a aoj12 aoj12a aoj16a aoj17 b2 b10a b13 b14 b12 b15 b18 b20 b21
americasbarometer_2010,7,Guatemala,1504,1464,494,369,118,20,20,20,18,ls3 a4 soct1 soct2 idio1 idio2 cp2 cp4a cp4 np1 np2 sgl1 cp5_0812 cp6 cp7 cp8 cp9 cp13 ls6 ls6a it1 prot3 jc10 jc13 vic1ext vic1hogar aoj8 aoj11 aoj11a aoj12 aoj17 b1 b2 b3 b4 b6 b10a b11 b13 b14 b12 b18 b20 b20a b21 b21a b31 b32 b43 b17 b37 b4
americasbarometer_2012,7,Guatemala,1509,1468,494,369,90,0,0,0,0,ls3 soct1 soct2 idio1 idio2 cp2 cp4a cp4 np1 np2 sgl1 cp5_0812 cp6 cp7 cp8 cp9 cp13 it1 prot3 jc10 jc13 vic1ext vic1hogar aoj8 aoj11 aoj12 aoj17 aoj18 b1 b2 b3 b4 b6 b10a b11 b13 b14 b12 b15 b18 b20 b20a b21 b21a b31 b32 b43 b17 b37 n1 n9 n11 n
americasbarometer_2006,11,Guyana,1555,1545,494,369,99,57,41,27,10,ls3 a4 a1 a2 a3 a4i soct1 soct2 idio1 idio2 cp2 cp4a cp4 np1 muni5 muni8 cp5_0406 cp6 cp7 cp8 cp9 cp10 cp13 it1 prot1 vic1ext aoj8 aoj11 aoj11a aoj12 b2 b3 b4 b6 b10a b11 b13 b14 b12 b18 b20 b21 b31 b32 b43 b37 b47 n1 n3 n9 n11 n12 n10 m1 pn2 e
americasbarometer_2008,13,Guyana,2514,2450,494,369,109,4,4,4,2,ls3 a4 soct1 soct2 idio1 idio2 cp2 cp4a cp4 np1 np2 sgl1 cp5_0812 cp6 cp7 cp8 cp9 cp10 cp13 ls6 ls6a it1 it1b prot2 jc10 jc13 vic1ext aoj8 aoj11 aoj11a aoj12 aoj12a aoj18 b1 b2 b3 b4 b6 b10a b11 b13 b14 b12 b18 b20 b21 b21a b31 b32 b43 b33 b47
americasbarometer_2010,8,Guyana,1540,1526,494,369,109,0,0,0,0,ls3 a4 soct1 soct2 idio1 idio2 cp2 cp4a cp4 np1 np2 cp5_0812 cp6 cp7 cp8 cp9 cp13 ls6 ls6a it1 prot3 jc15a jc16a vic1ext vic1hogar aoj8 aoj11 aoj11a aoj12 aoj17 b1 b2 b3 b4 b6 b10a b11 b13 b14 b12 b18 b21 b21a b31 b43 b37 b47 n1 n3 n9 n11 n12 n
americasbarometer_2012,8,Guyana,1529,1524,494,369,89,2,0,0,0,ls3 soct1 soct2 idio1 idio2 cp2 cp4a cp4 np1 np2 sgl1 cp5_0812 cp6 cp7 cp8 cp9 cp13 it1 prot3 jc1 jc10 jc13 jc15a jc16a vic1ext vic1hogar aoj8 aoj11 aoj12 aoj17 aoj18 b1 b2 b3 b4 b6 b10a b11 b13 b12 b18 b21 b31 b32 b43 b37 n1 n3 n9 n11 n15 pop1
americasbarometer_2006,12,Haiti,1625,1602,494,369,97,56,28,10,0,ls3 a4 a1 a2 a3 a4i soct1 soct2 idio1 idio2 cp2 cp4a cp4 np1 cp5_0406 cp6 cp7 cp8 cp9 cp10 cp13 it1 prot1 vic1ext aoj8 aoj11 aoj11a aoj12 b1 b2 b3 b4 b6 b10a b11 b13 b14 b15 b18 b20 b21 b31 b32 b43 b37 n1 n3 n9 n11 n12 n10 ing4 pn2 dem23 pn4 pn
americasbarometer_2008,14,Haiti,1536,1526,494,369,121,4,2,2,0,ls3 a4 a1 a2 a3 a4i soct1 soct2 idio1 idio2 cp2 cp4a cp4 np1 np2 cp5_0812 cp6 cp7 cp8 cp9 cp10 cp13 it1 it1a it1b prot2 vic1ext vic20 vic21 vic27 aoj8 aoj11 aoj11a aoj12 aoj18 b1 b2 b3 b4 b6 b10a b11 b13 b14 b15 b18 b20 b21 b21a b31 b32 b43 b37
americasbarometer_2010,9,Haiti,1752,1746,494,369,93,29,7,0,0,ls3 a4 soct1 soct2 idio1 idio2 cp2 cp4a cp4 np1 np2 cp5_0812 cp6 cp7 cp8 cp9 cp13 ls6 ls6a it1 prot3 jc15a jc16a vic1ext vic1hogar aoj8 aoj11 aoj11a aoj12 b1 b2 b3 b4 b6 b10a b11 b13 b14 b18 b20 b20a b21 b21a b31 b32 b43 b37 b46 b47 n1 n3 n9 n1
americasbarometer_2012,9,Haiti,1836,1820,494,369,99,6,6,2,0,ls3 soct1 soct2 idio1 idio2 cp2 cp4a cp4 np1 np2 sgl1 muni6 cp5_0812 cp6 cp7 cp8 cp9 cp13 it1 l1 prot3 jc1 jc10 jc13 jc15a jc16a vic1ext vic1hogar aoj8 aoj11 aoj12 aoj18 b1 b2 b3 b4 b6 b10a b11 b13 b18 b20 b20a b21 b21a b31 b32 b43 b37 n1 n3 n9
americasbarometer_2004,7,Honduras,1500,1424,494,369,105,0,0,0,0,ls3 a4 a1 a2 a3 a4i soct1 idio1 idio4 cp2 cp4a cp4 np1 np1a np1c np2 sgl1 muni6 cp5_0406 cp6 cp7 cp8 cp9 cp13 it1 it2 prot1 vic1ext aoj8 aoj11 aoj11a aoj12 aoj16a aoj16 b2 b3 b4 b6 b10a b11 b13 b14 b12 b15 b18 b20 b21 b31 b32 b43 b47 b44 n1 n3
americasbarometer_2006,13,Honduras,1585,1581,494,369,123,6,6,6,0,ls3 a4 a1 a2 a3 a4i soct1 soct2 idio1 idio2 cp2 cp4a cp4 np1 np2 sgl1 lgl2 lgl3 muni6 muni8 cp5_0406 cp6 cp7 cp8 cp9 cp10 cp13 it1 prot1 jc1 jc4 jc10 jc12 jc13 vic1ext aoj8 aoj11 aoj11a aoj12 aoj16a aoj17 b1 b2 b3 b4 b6 b10a b11 b13 b14 b12 b15
americasbarometer_2008,15,Honduras,1522,1482,494,369,122,0,0,0,0,ls3 a4 a1 a2 a3 a4i soct1 soct2 idio1 idio2 cp2 cp4a cp4 np1 np2 sgl1 lgl2a lgl2b muni6 muni11 cp5_0812 cp6 cp7 cp8 cp9 cp10 cp13 ls6 it1 it1a it1b prot2 jc1 jc10 jc13 vic1ext vic20 vic21 vic27 aoj8 aoj11 aoj11a aoj12 aoj12a aoj16a aoj17 b2 b3
americasbarometer_2010,10,Honduras,1596,1582,494,369,110,2,0,0,0,ls3 a4 soct1 soct2 idio1 idio2 cp2 cp4a cp4 np1 np2 sgl1 cp5_0812 cp6 cp7 cp8 cp9 cp13 ls6 ls6a it1 prot3 jc1 jc10 jc13 jc15a jc16a vic1ext vic1hogar aoj8 aoj11 aoj11a aoj12 aoj17 b1 b2 b3 b4 b6 b10a b11 b13 b14 b12 b18 b20 b20a b21 b21a b31 b3
americasbarometer_2012,10,Honduras,1728,1689,494,369,94,12,2,0,0,ls3 soct1 soct2 idio1 idio2 cp2 cp4a cp4 np1 np2 sgl1 lgl3 cp5_0812 cp6 cp7 cp8 cp9 cp13 it1 prot3 jc1 jc10 jc13 jc15a jc16a vic1ext vic1hogar aoj8 aoj11 aoj12 aoj17 b1 b2 b3 b4 b6 b10a b11 b13 b14 b12 b15 b18 b20 b20a b21 b21a b31 b32 b43 b37
americasbarometer_2006,14,Jamaica,1595,1578,494,369,116,35,30,10,2,ls3 a4 a1 a2 a3 a4i soct1 soct2 idio1 idio2 cp2 cp4a cp4 np1 np2 muni5 muni8 muni11 cp5_0406 cp6 cp7 cp8 cp9 cp10 cp13 it1 jc1 jc4 jc10 jc12 jc13 vic1ext aoj8 aoj11 aoj11a aoj12 aoj16a aoj17 b2 b3 b4 b6 b10a b11 b13 b14 b12 b18 b20 b21 b32 b43
americasbarometer_2008,16,Jamaica,1499,1460,494,369,115,36,26,16,0,ls3 a4 a1 a2 a3 a4i soct1 soct2 idio1 idio2 cp2 cp4a cp4 np1 np2 cp5_0812 cp6 cp7 cp8 cp9 cp10 cp13 it1 it1a it1b prot2 vic1ext vic20 vic21 vic27 aoj8 aoj11 aoj11a aoj12 aoj12a aoj18 b2 b3 b4 b6 b10a b11 b13 b14 b12 b18 b21 b21a b32 b43 b37 b42
americasbarometer_2010,11,Jamaica,1504,1489,494,369,117,8,6,4,0,ls3 a4 soct1 soct2 idio1 idio2 cp2 cp4a cp4 np1 np2 cp5_0812 cp6 cp7 cp8 cp9 cp13 ls6 ls6a it1 prot3 jc1 jc10 jc13 jc15a jc16a vic1ext vic1hogar aoj8 aoj11 aoj11a aoj12 aoj17 b1 b2 b3 b4 b6 b10a b11 b13 b14 b12 b18 b21 b21a b31 b32 b43 b37 b47
americasbarometer_2012,11,Jamaica,1500,1486,494,369,92,0,0,0,0,ls3 soct1 soct2 idio1 idio2 cp2 cp4a cp4 np1 np2 cp5_0812 cp6 cp7 cp8 cp9 cp13 it1 l1 prot3 jc1 jc10 jc13 jc15a jc16a vic1ext vic1hogar aoj8 aoj11 aoj12 aoj17 aoj18 b1 b2 b3 b4 b6 b10a b11 b13 b12 b18 b21 b21a b31 b32 b43 b37 n1 n3 n9 n11 m1 m2
americasbarometer_2004,8,Mexico,1556,1520,494,369,136,30,20,20,0,ls3 a4 a1 a2 a3 a4i soct1 soct3 idio1 idio4 cp1 cp2 cp4a cp4 np1 np1a np1b np1c np2 sgl1 muni6 cp5_0406 cp6 cp7 cp8 cp9 cp10 cp11 cp12 cp13 it1 it2 it3 prot1 jc10 jc13 vic1ext aoj8 aoj11 aoj11a aoj12 aoj16a aoj17 aoj18 aoj9 aoj16 aoj19 b1 b2 b3
americasbarometer_2006,15,Mexico,1560,1516,494,369,112,9,9,4,0,ls3 a4 a1 a2 a3 a4i soct1 soct2 idio1 idio2 cp2 cp4a cp4 np1 np1b np2 sgl1 cp5_0406 cp6 cp7 cp8 cp9 cp10 cp13 it1 prot1 jc1 jc4 jc10 jc12 jc13 vic1ext aoj8 aoj11 aoj11a aoj12 b1 b2 b3 b4 b6 b10a b11 b13 b14 b12 b18 b20 b21 b31 b32 b43 b16 b37 n
americasbarometer_2008,17,Mexico,1560,1548,494,369,157,2,0,0,0,ls3 a4 a1 a2 a3 a4i soct1 soct2 idio1 idio2 cp2 cp4a cp4 np1 np1b np2 sgl1 lgl2 lgl2a lgl2b muni6 muni8 muni11 cp5_0812 cp6 cp7 cp8 cp9 cp10 cp13 ls6 it1 it1a it1b immig1 prot1 jc1 jc4 jc10 jc12 jc13 vic1ext vic20 vic21 vic27 aoj8 aoj11 aoj11a
americasbarometer_2010,12,Mexico,1562,1540,494,369,149,0,0,0,0,ls3 a4 soct1 soct2 resp6 idio1 idio2 cp2 cp4a cp4 np1 np2 sgl1 cp5_0812 cp6 cp7 cp8 cp9 cp13 ls6 ls6a it1 prot3 jc1 jc10 jc13 jc15a jc16a vic1ext vic1hogar aoj8 aoj11 aoj11a aoj12 aoj17 b1 b2 b3 b4 b6 b10a b11 b13 b14 b12 b18 b20 b21 b21a b31 b
